pk,user_fk,status,purchase_amount,tax_amount,total_amount,created_at,updated_at
17727,3444,complete,2036.19,127.26,2163.45,2021-09-05 3:50:54,2021-09-09 14:51:42 UTC
17728,8815,complete,809.49,50.59,860.08,2021-02-06 12:26:14,2021-02-18 22:06:32 UTC
17729,2728,complete,951.44,59.47,1010.91,2022-01-04 7:46:41,2022-01-14 00:52:10 UTC
17730,7527,complete,1143.80,71.49,1215.29,2021-07-07 10:04:23,2021-07-20 17:55:34 UTC
17731,2763,complete,821.73,51.36,873.09,2021-05-30 4:53:45,2021-06-08 07:10:31 UTC
17733,4194,complete,2134.77,133.42,2268.19,2021-04-20 9:48:11,2021-04-30 03:04:39 UTC
17734,12602,complete,418.96,26.19,445.15,2022-01-22 10:20:55,2022-02-03 11:27:15 UTC
17735,1561,complete,235.02,14.69,249.71,2021-09-15 1:32:21,2021-09-27 07:14:11 UTC
17736,9022,complete,895.88,55.99,951.87,2021-09-20 20:45:06,2021-10-02 03:36:36 UTC
17737,11965,complete,627.76,39.24,667.00,2021-02-06 18:16:41,2021-02-10 07:21:38 UTC
17739,3107,complete,687.10,42.94,730.04,2021-10-02 16:14:11,2021-10-07 11:39:55 UTC
17740,5036,complete,2409.41,150.59,2560.00,2021-01-10 9:50:31,2021-01-22 01:00:20 UTC
17742,13335,complete,424.08,26.51,450.59,2021-08-23 13:45:14,2021-08-28 22:16:13 UTC
17743,10405,complete,1658.61,103.66,1762.27,2021-08-26 5:22:23,2021-09-06 15:30:45 UTC
17744,13467,complete,3453.08,215.82,3668.90,2022-01-25 5:55:44,2022-02-05 19:26:54 UTC
17746,1387,complete,1090.08,68.13,1158.21,2021-05-18 1:53:07,2021-06-01 14:28:39 UTC
17747,10416,complete,1555.66,97.23,1652.89,2022-02-20 18:37:32,2022-02-25 21:12:20 UTC
17748,1829,complete,593.63,37.10,630.73,2021-03-19 13:04:27,2021-03-31 12:07:37 UTC
17750,9371,complete,1204.31,75.27,1279.58,2021-06-10 17:20:00,2021-06-22 17:56:21 UTC
17751,10199,complete,2664.30,166.52,2830.82,2021-04-05 10:49:00,2021-04-18 20:21:22 UTC
17752,10630,complete,1904.41,119.03,2023.44,2021-06-08 4:23:57,2021-06-22 11:55:58 UTC
17753,11100,complete,430.22,26.89,457.11,2021-01-06 14:45:03,2021-01-20 03:31:07 UTC
17754,42,complete,1132.28,70.77,1203.05,2021-01-22 16:37:28,2021-02-04 22:15:06 UTC
17755,782,complete,1011.61,63.23,1074.84,2022-03-02 22:03:41,2022-03-08 22:21:53 UTC
17756,11132,complete,1462.55,91.41,1553.96,2021-04-29 19:07:49,2021-05-13 10:12:23 UTC
17757,12200,pending,1524.32,95.27,1619.59,2021-01-13 12:58:32,2021-01-22 19:10:12 UTC
17758,6218,complete,287.63,17.98,305.61,2021-09-27 13:52:56,2021-10-06 18:11:47 UTC
17760,1582,complete,554.72,34.67,589.39,2021-02-03 1:50:00,2021-02-10 18:40:49 UTC
17761,7856,complete,749.94,46.87,796.81,2022-02-12 3:26:42,2022-02-24 12:40:59 UTC
17762,938,complete,561.52,35.10,596.62,2021-09-16 18:52:36,2021-09-20 07:31:21 UTC
17763,6714,complete,350.46,21.90,372.36,2022-02-18 10:13:00,2022-02-26 06:38:39 UTC
17765,5355,complete,623.67,38.98,662.65,2021-10-03 10:56:21,2021-10-17 11:18:56 UTC
17766,794,complete,52.56,3.29,55.85,2021-12-25 4:27:32,2021-12-27 18:19:29 UTC
17767,11459,complete,1726.12,107.88,1834.00,2021-12-01 0:08:26,2021-12-12 21:25:25 UTC
17768,9083,complete,103.42,6.46,109.88,2021-07-02 17:24:44,2021-07-05 18:48:08 UTC
17769,4819,complete,1711.40,106.96,1818.36,2021-05-18 20:37:16,2021-05-24 01:14:15 UTC
17770,6325,complete,725.48,45.34,770.82,2021-01-16 1:22:26,2021-01-22 16:38:28 UTC
17771,1783,complete,1304.87,81.55,1386.42,2021-11-23 12:00:24,2021-12-07 10:47:02 UTC
17772,2808,pending,281.58,17.60,299.18,2021-08-18 11:36:37,2021-08-29 18:31:56 UTC
17773,4210,complete,237.74,14.86,252.60,2021-12-09 13:30:49,2021-12-18 18:57:26 UTC
17774,811,complete,116.11,7.26,123.37,2021-08-31 10:59:24,2021-09-11 14:20:47 UTC
17775,4894,complete,2190.48,136.91,2327.39,2022-03-05 20:45:00,2022-03-13 18:29:41 UTC
17776,10563,complete,1168.60,73.04,1241.64,2021-07-13 13:42:46,2021-07-23 16:20:19 UTC
17777,9810,complete,2519.81,157.49,2677.30,2021-12-18 19:06:34,2021-12-30 10:07:46 UTC
17778,3649,complete,1117.54,69.85,1187.39,2022-03-09 3:24:21,2022-03-12 18:44:59 UTC
17779,5392,complete,1171.60,73.23,1244.83,2021-07-04 19:51:23,2021-07-16 13:53:31 UTC
17780,2718,complete,657.44,41.09,698.53,2021-11-17 20:46:01,2021-11-23 16:25:29 UTC
17781,4216,complete,914.23,57.14,971.37,2021-05-14 16:07:25,2021-05-27 01:16:05 UTC
17785,2563,complete,369.60,23.10,392.70,2021-01-19 10:08:34,2021-01-30 09:03:20 UTC
17786,12213,complete,986.81,61.68,1048.49,2021-06-13 22:20:29,2021-06-26 13:54:25 UTC
17787,4129,complete,332.89,20.81,353.70,2021-12-11 4:05:45,2021-12-25 05:28:21 UTC
17788,11595,complete,1170.15,73.13,1243.28,2022-01-02 18:20:49,2022-01-16 17:41:41 UTC
17789,12416,complete,680.55,42.53,723.08,2021-11-19 11:48:12,2021-11-22 23:25:56 UTC
17790,10000,complete,2376.28,148.52,2524.80,2021-09-08 22:41:39,2021-09-13 22:39:19 UTC
17791,12745,complete,486.15,30.38,516.53,2021-01-13 8:52:08,2021-01-21 04:26:32 UTC
17792,503,complete,1317.07,82.32,1399.39,2021-04-26 5:33:29,2021-05-10 15:48:51 UTC
17793,155,complete,1443.99,90.25,1534.24,2021-02-03 10:53:15,2021-02-09 20:55:40 UTC
17794,11008,complete,875.76,54.74,930.50,2021-09-22 6:46:43,2021-09-27 17:19:54 UTC
17796,3314,complete,1236.96,77.31,1314.27,2021-07-23 4:22:37,2021-07-27 00:36:03 UTC
17797,10566,complete,649.62,40.60,690.22,2021-05-31 11:26:43,2021-06-06 18:45:20 UTC
17798,5356,complete,739.50,46.22,785.72,2022-01-20 7:11:56,2022-02-03 23:37:25 UTC
17799,9753,complete,700.57,43.79,744.36,2021-03-31 18:31:13,2021-04-03 21:46:24 UTC
17800,9367,complete,676.65,42.29,718.94,2021-11-10 4:47:42,2021-11-22 03:08:46 UTC
17801,1316,complete,707.07,44.19,751.26,2022-03-05 10:36:25,2022-03-08 10:29:56 UTC
17802,1969,complete,3111.43,194.46,3305.89,2022-03-06 9:43:26,2022-03-19 18:28:45 UTC
17803,9170,complete,1354.42,84.65,1439.07,2022-01-11 2:07:02,2022-01-25 00:47:31 UTC
17804,5038,complete,583.11,36.44,619.55,2021-11-19 0:29:09,2021-11-24 07:39:27 UTC
17805,408,complete,300.42,18.78,319.20,2021-08-03 2:43:38,2021-08-15 00:46:13 UTC
17806,8580,complete,833.19,52.07,885.26,2021-07-20 17:57:30,2021-07-24 09:52:02 UTC
17807,1749,complete,2309.31,144.33,2453.64,2021-04-20 21:29:04,2021-05-04 12:22:17 UTC
17808,11932,complete,1650.54,103.16,1753.70,2021-07-03 8:03:32,2021-07-17 09:26:38 UTC
17809,2483,complete,2605.01,162.81,2767.82,2021-03-13 15:48:51,2021-03-19 01:32:21 UTC
17810,5757,complete,1580.38,98.77,1679.15,2021-07-06 13:33:41,2021-07-16 09:46:48 UTC
17811,7094,complete,1362.83,85.18,1448.01,2021-09-20 22:14:18,2021-09-24 04:12:03 UTC
17812,12867,pending,1633.04,102.07,1735.11,2021-01-26 21:45:57,2021-01-29 09:27:52 UTC
17813,1394,complete,2157.26,134.83,2292.09,2021-10-04 23:36:05,2021-10-18 16:59:01 UTC
17814,7571,complete,33.94,2.12,36.06,2021-07-31 18:55:06,2021-08-05 13:07:18 UTC
17815,8827,complete,259.90,16.24,276.14,2022-01-25 1:18:52,2022-02-02 21:15:23 UTC
17816,12845,complete,1450.84,90.68,1541.52,2021-12-07 9:15:25,2021-12-12 09:59:31 UTC
17817,9519,complete,2760.90,172.56,2933.46,2021-03-02 12:04:20,2021-03-09 23:55:55 UTC
17818,6509,complete,820.04,51.25,871.29,2021-07-18 20:18:39,2021-07-22 20:24:57 UTC
17819,1271,complete,1209.89,75.62,1285.51,2021-03-29 7:16:09,2021-04-09 02:29:12 UTC
17820,488,pending,1149.53,71.85,1221.38,2021-03-22 10:43:59,2021-03-27 23:57:37 UTC
17821,11891,complete,351.12,21.95,373.07,2022-03-08 0:01:27,2022-03-22 16:40:03 UTC
17822,6149,complete,520.89,32.56,553.45,2021-09-01 20:19:09,2021-09-12 13:21:35 UTC
17823,12209,complete,968.24,60.52,1028.76,2021-05-28 1:32:00,2021-05-30 15:23:54 UTC
17824,5010,complete,363.60,22.73,386.33,2021-11-07 20:25:12,2021-11-18 03:35:00 UTC
17825,5921,complete,98.42,6.15,104.57,2021-06-22 9:27:53,2021-06-25 23:23:08 UTC
17826,11738,complete,1865.71,116.61,1982.32,2021-01-17 22:16:11,2021-01-24 14:11:10 UTC
17827,12413,complete,903.08,56.44,959.52,2021-10-07 13:31:51,2021-10-14 03:24:28 UTC
17828,11961,complete,348.85,21.80,370.65,2021-08-17 9:27:14,2021-08-30 15:53:47 UTC
17829,13493,complete,847.08,52.94,900.02,2021-01-22 7:32:10,2021-01-27 14:50:48 UTC
17830,4157,complete,2262.54,141.41,2403.95,2021-12-04 22:52:51,2021-12-15 07:53:38 UTC
17831,4682,complete,1948.61,121.79,2070.40,2021-06-22 3:29:31,2021-07-01 12:32:51 UTC
17832,2732,complete,395.10,24.69,419.79,2021-06-27 12:08:42,2021-07-01 21:36:57 UTC
17833,7069,complete,2380.93,148.81,2529.74,2021-10-10 11:46:31,2021-10-15 08:24:43 UTC
17834,11449,complete,969.62,60.60,1030.22,2021-06-18 5:44:00,2021-06-30 09:20:35 UTC
17835,2002,complete,988.81,61.80,1050.61,2021-01-22 23:23:13,2021-02-05 09:38:26 UTC
17836,2116,complete,201.96,12.62,214.58,2021-08-13 2:31:59,2021-08-17 13:25:52 UTC
17837,13244,complete,1235.94,77.25,1313.19,2021-07-05 16:32:27,2021-07-16 21:39:56 UTC
17838,12533,complete,1161.82,72.61,1234.43,2021-03-11 6:48:35,2021-03-18 14:28:29 UTC
17839,9686,complete,1013.55,63.35,1076.90,2021-12-11 11:12:52,2021-12-26 00:53:37 UTC
17840,5995,complete,1016.47,63.53,1080.00,2021-11-23 17:59:19,2021-12-07 20:57:42 UTC
17841,8611,complete,22.54,1.41,23.95,2021-07-12 3:19:47,2021-07-24 04:11:41 UTC
17842,4991,complete,1961.23,122.58,2083.81,2021-05-30 6:50:15,2021-06-10 22:51:06 UTC
17843,12976,complete,1709.57,106.85,1816.42,2022-03-02 19:41:03,2022-03-17 08:57:47 UTC
17845,9927,complete,269.85,16.87,286.72,2021-07-13 10:15:43,2021-07-22 18:46:18 UTC
17846,1284,complete,494.80,30.93,525.73,2021-06-15 14:28:18,2021-06-27 11:26:50 UTC
17847,10293,complete,201.60,12.60,214.20,2021-08-11 9:45:03,2021-08-14 22:47:51 UTC
17848,8790,complete,2447.16,152.95,2600.11,2021-07-13 12:11:48,2021-07-17 05:27:27 UTC
17849,12331,complete,115.31,7.21,122.52,2022-02-16 22:03:14,2022-03-01 13:53:05 UTC
17850,6712,complete,720.81,45.05,765.86,2021-06-10 6:49:49,2021-06-21 09:00:25 UTC
17852,4392,complete,270.73,16.92,287.65,2021-03-25 14:18:31,2021-04-05 16:19:54 UTC
17853,532,complete,2889.70,180.61,3070.31,2021-09-05 3:34:11,2021-09-11 04:53:15 UTC
17855,5805,complete,2490.62,155.66,2646.28,2021-06-29 17:20:23,2021-07-03 14:11:10 UTC
17856,1503,complete,930.94,58.18,989.12,2022-02-13 4:43:30,2022-02-19 15:05:36 UTC
17857,261,complete,853.02,53.31,906.33,2021-03-29 1:12:41,2021-03-31 06:20:58 UTC
17858,570,complete,1918.29,119.89,2038.18,2021-10-24 0:27:02,2021-10-29 00:26:07 UTC
17859,725,complete,166.32,10.40,176.72,2022-02-21 6:52:36,2022-03-07 09:20:25 UTC
17860,4153,complete,1057.82,66.11,1123.93,2021-04-16 15:12:06,2021-04-30 10:40:03 UTC
17861,11366,complete,1048.90,65.56,1114.46,2021-03-14 13:39:49,2021-03-25 08:19:56 UTC
17862,9291,complete,60.22,3.76,63.98,2021-11-05 19:31:45,2021-11-19 22:45:30 UTC
17863,9546,complete,1486.68,92.92,1579.60,2021-11-17 2:03:17,2021-11-20 15:32:27 UTC
17864,13000,complete,900.27,56.27,956.54,2021-06-30 22:57:28,2021-07-07 10:56:00 UTC
17865,858,complete,706.92,44.18,751.10,2021-10-29 5:02:44,2021-11-03 23:05:23 UTC
17866,10098,complete,368.71,23.04,391.75,2021-08-26 3:18:14,2021-09-04 18:24:08 UTC
17867,2074,complete,1849.81,115.61,1965.42,2021-04-11 1:44:26,2021-04-14 09:33:11 UTC
17868,8418,complete,2343.51,146.47,2489.98,2021-03-06 10:06:38,2021-03-18 08:28:18 UTC
17869,5482,pending,877.51,54.84,932.35,2022-01-04 5:50:17,2022-01-16 22:19:05 UTC
17870,651,complete,98.76,6.17,104.93,2021-01-07 10:33:36,2021-01-20 21:53:59 UTC
17871,4591,complete,216.07,13.50,229.57,2022-01-08 2:45:14,2022-01-21 22:16:38 UTC
17872,12883,complete,1062.50,66.41,1128.91,2021-11-14 9:44:01,2021-11-23 12:18:21 UTC
17873,5168,complete,1685.67,105.35,1791.02,2021-11-09 19:58:27,2021-11-13 02:23:33 UTC
17874,2277,complete,1054.30,65.89,1120.19,2021-08-23 16:46:56,2021-09-04 22:48:46 UTC
17875,5519,complete,289.98,18.12,308.10,2021-05-21 22:22:16,2021-06-04 09:45:03 UTC
17876,1562,complete,481.74,30.11,511.85,2021-07-07 22:32:51,2021-07-16 02:29:02 UTC
17877,12239,complete,1066.20,66.64,1132.84,2021-09-23 17:18:46,2021-10-08 04:42:43 UTC
17878,6504,complete,735.84,45.99,781.83,2021-06-17 8:27:36,2021-06-27 13:29:44 UTC
17879,10383,complete,2925.00,182.81,3107.81,2021-03-17 5:18:56,2021-03-23 05:35:11 UTC
17880,3331,complete,290.51,18.16,308.67,2022-02-28 22:29:21,2022-03-08 17:27:28 UTC
17881,2952,cancelled,277.80,17.36,295.16,2021-09-27 12:34:08,2021-10-03 19:06:16 UTC
17882,8206,pending,2299.10,143.69,2442.79,2021-05-18 7:10:18,2021-05-30 13:21:21 UTC
17883,12777,complete,1019.22,63.70,1082.92,2021-04-18 10:05:20,2021-04-21 20:36:32 UTC
17884,6917,complete,863.58,53.97,917.55,2021-10-07 19:56:01,2021-10-13 07:08:36 UTC
17885,898,complete,1092.77,68.30,1161.07,2021-12-15 16:26:42,2021-12-24 03:11:50 UTC
17887,7099,complete,942.04,58.88,1000.92,2021-12-08 1:15:20,2021-12-15 05:24:47 UTC
17888,9632,complete,1650.48,103.16,1753.64,2021-10-16 16:40:21,2021-10-27 08:10:11 UTC
17890,11153,complete,678.68,42.42,721.10,2021-08-08 22:06:43,2021-08-13 08:23:37 UTC
17891,577,complete,2034.03,127.13,2161.16,2021-07-29 20:58:43,2021-08-12 17:08:21 UTC
17892,2351,pending,691.32,43.21,734.53,2022-01-16 23:59:39,2022-01-29 10:19:07 UTC
17893,4572,pending,1083.94,67.75,1151.69,2021-05-09 17:13:06,2021-05-22 11:30:36 UTC
17894,4470,complete,3466.96,216.69,3683.65,2021-10-08 0:16:38,2021-10-14 02:02:19 UTC
17895,8018,complete,333.17,20.82,353.99,2021-07-20 18:18:40,2021-07-28 07:46:09 UTC
17896,4271,cancelled,1532.04,95.75,1627.79,2021-12-21 19:10:55,2021-12-24 18:35:32 UTC
17897,10306,complete,772.91,48.31,821.22,2021-07-21 12:54:02,2021-07-24 17:44:15 UTC
17898,3667,complete,1108.77,69.30,1178.07,2021-08-03 23:13:42,2021-08-10 02:07:11 UTC
17899,2175,complete,84.84,5.30,90.14,2021-12-10 13:06:14,2021-12-22 01:31:19 UTC
17900,1122,complete,1089.32,68.08,1157.40,2021-04-15 9:22:44,2021-04-27 22:58:35 UTC
17901,7162,complete,244.52,15.28,259.80,2021-10-20 23:44:28,2021-10-23 04:55:20 UTC
17902,9465,complete,705.88,44.12,750.00,2021-08-20 3:53:31,2021-08-28 17:39:54 UTC
17903,5176,complete,211.90,13.24,225.14,2022-01-16 23:33:12,2022-01-27 03:56:22 UTC
17904,12947,pending,963.46,60.22,1023.68,2022-01-09 16:07:48,2022-01-21 07:30:00 UTC
17905,6763,complete,480.90,30.06,510.96,2021-11-22 4:07:03,2021-11-26 08:51:04 UTC
17906,11186,complete,1307.34,81.71,1389.05,2021-10-14 10:40:00,2021-10-28 07:23:42 UTC
17907,10140,complete,1413.37,88.34,1501.71,2021-08-23 22:56:32,2021-09-02 08:44:20 UTC
17908,313,complete,1170.15,73.13,1243.28,2021-10-16 19:22:10,2021-10-25 16:55:02 UTC
17909,3950,complete,960.96,60.06,1021.02,2021-11-07 11:24:34,2021-11-13 06:57:31 UTC
17910,10022,complete,1143.03,71.44,1214.47,2021-04-28 14:31:45,2021-05-12 08:41:24 UTC
17911,12646,complete,1819.09,113.69,1932.78,2021-04-24 4:23:33,2021-04-27 05:11:37 UTC
17912,9253,complete,41.80,2.61,44.41,2021-01-26 10:18:03,2021-02-03 08:18:35 UTC
17913,10532,complete,117.68,7.36,125.04,2021-07-09 5:29:23,2021-07-21 10:36:58 UTC
17914,11684,complete,475.90,29.74,505.64,2021-10-24 13:07:40,2021-11-01 11:03:26 UTC
17915,2703,complete,636.42,39.78,676.20,2021-05-21 18:17:18,2021-05-26 21:28:52 UTC
17916,378,cancelled,1974.79,123.42,2098.21,2021-02-25 14:27:38,2021-03-07 06:14:26 UTC
17917,12663,complete,777.60,48.60,826.20,2021-11-11 14:48:39,2021-11-24 14:08:29 UTC
17919,2632,complete,207.36,12.96,220.32,2021-06-10 10:11:34,2021-06-13 21:54:43 UTC
17920,1048,complete,653.24,40.83,694.07,2021-11-20 5:28:29,2021-11-26 16:32:20 UTC
17921,822,complete,2973.92,185.87,3159.79,2021-10-14 0:46:03,2021-10-19 00:10:36 UTC
17922,5989,complete,119.26,7.45,126.71,2021-07-12 18:40:14,2021-07-25 06:40:01 UTC
17923,1499,complete,1072.30,67.02,1139.32,2022-02-28 11:33:17,2022-03-15 04:05:14 UTC
17924,1068,complete,1156.89,72.31,1229.20,2021-01-29 14:58:36,2021-02-01 08:36:51 UTC
17925,864,complete,229.64,14.35,243.99,2021-11-23 2:30:44,2021-11-29 01:02:02 UTC
17926,8714,complete,1256.80,78.55,1335.35,2021-04-14 22:46:24,2021-04-24 17:19:45 UTC
17927,1599,complete,319.52,19.97,339.49,2021-02-28 15:20:58,2021-03-08 12:21:08 UTC
17928,127,complete,1091.97,68.25,1160.22,2021-03-03 20:16:26,2021-03-18 10:20:57 UTC
17929,879,complete,1095.48,68.47,1163.95,2021-07-16 1:24:43,2021-07-26 18:35:35 UTC
17930,9266,complete,95.59,5.97,101.56,2021-05-31 9:51:09,2021-06-04 05:55:48 UTC
17931,8747,complete,891.06,55.69,946.75,2021-10-24 5:28:16,2021-11-04 23:00:23 UTC
17933,9356,complete,250.70,15.67,266.37,2021-01-16 5:34:05,2021-01-25 04:04:39 UTC
17934,139,complete,256.32,16.02,272.34,2021-06-10 15:14:45,2021-06-16 22:02:02 UTC
17935,5817,complete,722.78,45.17,767.95,2022-02-26 6:50:06,2022-03-04 06:22:18 UTC
17937,10234,complete,791.12,49.45,840.57,2021-02-27 1:12:23,2021-03-12 17:30:18 UTC
17938,11027,complete,286.80,17.93,304.73,2021-11-20 8:44:14,2021-11-28 23:27:03 UTC
17939,552,complete,1039.58,64.97,1104.55,2021-07-23 2:34:31,2021-07-31 02:32:37 UTC
17940,1620,pending,2178.24,136.14,2314.38,2021-04-06 17:50:11,2021-04-13 05:14:15 UTC
17941,1511,complete,437.69,27.36,465.05,2021-05-26 12:45:59,2021-06-03 00:52:53 UTC
17943,4131,complete,99.05,6.19,105.24,2021-08-27 5:39:27,2021-08-29 22:55:55 UTC
17944,3773,complete,42.64,2.67,45.31,2021-07-15 2:03:17,2021-07-22 06:05:34 UTC
17945,2434,complete,739.54,46.22,785.76,2021-11-30 2:56:54,2021-12-07 09:08:54 UTC
17946,11923,complete,422.63,26.41,449.04,2021-02-19 15:44:56,2021-03-02 15:13:35 UTC
17948,5067,complete,93.38,5.84,99.22,2021-12-03 0:58:56,2021-12-07 02:20:33 UTC
17949,284,complete,160.83,10.05,170.88,2021-06-22 7:55:24,2021-06-30 06:04:17 UTC
17950,2837,complete,1362.30,85.14,1447.44,2021-05-31 17:22:45,2021-06-11 21:18:46 UTC
17951,5379,complete,25.29,1.58,26.87,2021-12-09 7:59:54,2021-12-14 20:58:51 UTC
17952,9404,complete,849.05,53.07,902.12,2021-02-10 19:49:28,2021-02-21 23:08:57 UTC
17953,11780,pending,1353.65,84.60,1438.25,2021-05-02 19:18:28,2021-05-13 10:58:11 UTC
17954,12604,complete,1551.81,96.99,1648.80,2021-01-11 9:28:11,2021-01-22 18:28:14 UTC
17955,1153,complete,71.55,4.47,76.02,2021-06-29 7:23:36,2021-07-05 21:30:32 UTC
17956,2743,complete,2373.39,148.34,2521.73,2021-03-24 21:53:50,2021-03-30 03:02:39 UTC
17957,6887,complete,203.91,12.74,216.65,2021-08-17 16:32:46,2021-08-29 09:17:20 UTC
17958,3282,complete,3356.29,209.77,3566.06,2021-12-13 1:32:25,2021-12-24 07:05:55 UTC
17959,11445,complete,196.49,12.28,208.77,2021-12-23 18:18:43,2021-12-28 08:54:23 UTC
17960,10502,complete,355.68,22.23,377.91,2021-12-02 19:25:47,2021-12-10 10:16:10 UTC
17961,8708,complete,752.94,47.06,800.00,2021-09-28 12:22:02,2021-10-10 14:54:45 UTC
17962,2327,complete,1395.74,87.23,1482.97,2021-03-31 5:12:47,2021-04-08 17:31:34 UTC
17963,5056,complete,299.75,18.73,318.48,2021-08-17 0:44:35,2021-08-26 13:57:11 UTC
17964,1412,complete,2305.40,144.09,2449.49,2021-04-30 16:14:32,2021-05-05 08:42:08 UTC
17965,1517,pending,1790.68,111.92,1902.60,2021-12-20 9:27:36,2021-12-24 03:55:19 UTC
17966,7012,complete,1072.00,67.00,1139.00,2021-09-01 11:39:04,2021-09-06 22:08:38 UTC
17967,4268,complete,8.56,0.54,9.10,2021-10-07 23:41:05,2021-10-17 06:40:28 UTC
17968,4352,complete,1847.49,115.47,1962.96,2022-02-20 22:44:01,2022-02-26 16:31:18 UTC
17969,7902,complete,14.64,0.92,15.56,2021-04-27 8:23:09,2021-05-09 00:03:45 UTC
17970,9215,complete,1209.64,75.60,1285.24,2022-01-27 16:07:15,2022-02-01 06:03:15 UTC
17971,6533,complete,218.07,13.63,231.70,2021-02-06 4:05:18,2021-02-12 10:26:07 UTC
17972,10426,complete,898.30,56.14,954.44,2021-03-11 3:10:53,2021-03-15 04:08:36 UTC
17973,8247,complete,273.10,17.07,290.17,2021-11-10 9:02:41,2021-11-14 14:24:29 UTC
17974,3256,complete,710.30,44.39,754.69,2021-08-01 5:06:31,2021-08-06 21:37:52 UTC
17975,11839,complete,1071.74,66.98,1138.72,2022-01-27 2:16:11,2022-02-06 10:23:32 UTC
17976,10775,complete,1482.81,92.68,1575.49,2021-07-13 17:47:37,2021-07-16 13:07:33 UTC
17978,11786,complete,1696.64,106.04,1802.68,2022-02-10 14:02:29,2022-02-20 14:50:23 UTC
17981,10715,complete,1476.49,92.28,1568.77,2021-10-08 10:07:00,2021-10-19 16:04:12 UTC
17982,3996,pending,640.02,40.00,680.02,2021-09-23 4:45:41,2021-10-06 02:01:41 UTC
17983,4783,complete,1652.80,103.30,1756.10,2021-10-19 10:28:15,2021-10-22 14:22:45 UTC
17984,4719,complete,3733.65,233.35,3967.00,2021-12-24 15:06:52,2021-12-27 04:36:58 UTC
17985,7683,complete,1250.32,78.15,1328.47,2022-02-28 6:02:00,2022-03-12 07:25:08 UTC
17986,1215,complete,1566.32,97.90,1664.22,2021-08-25 23:58:45,2021-09-04 04:45:02 UTC
17987,534,complete,169.08,10.57,179.65,2022-01-01 8:48:41,2022-01-12 12:46:26 UTC
17988,13040,complete,343.21,21.45,364.66,2022-01-30 8:02:50,2022-02-06 16:58:34 UTC
17989,11688,complete,848.72,53.05,901.77,2021-11-02 23:26:30,2021-11-16 14:43:52 UTC
17990,6716,complete,1070.22,66.89,1137.11,2021-02-27 3:32:05,2021-03-11 20:06:18 UTC
17991,6863,complete,1302.54,81.41,1383.95,2021-02-28 3:10:35,2021-03-04 23:00:17 UTC
17992,9583,complete,776.75,48.55,825.30,2021-10-22 16:29:49,2021-11-02 12:32:24 UTC
17993,3109,complete,1830.33,114.40,1944.73,2021-07-25 2:43:02,2021-08-05 03:54:01 UTC
17994,6368,complete,1280.95,80.06,1361.01,2021-07-09 23:13:55,2021-07-20 10:47:24 UTC
17995,9787,complete,425.60,26.60,452.20,2021-04-18 21:36:59,2021-04-26 20:36:56 UTC
17996,2558,complete,22.45,1.40,23.85,2021-11-10 15:36:45,2021-11-16 06:37:33 UTC
17997,5921,complete,284.20,17.76,301.96,2022-02-12 16:38:33,2022-02-16 20:57:20 UTC
17998,10966,complete,1301.28,81.33,1382.61,2021-07-16 14:37:22,2021-07-23 16:58:08 UTC
17999,2930,complete,1870.64,116.92,1987.56,2021-07-30 5:44:04,2021-08-08 06:02:44 UTC
18000,8394,complete,2408.42,150.53,2558.95,2022-01-25 7:12:17,2022-02-05 18:58:44 UTC
18004,9700,pending,1640.36,102.52,1742.88,2021-11-30 5:28:50,2021-12-09 09:42:54 UTC
18005,8678,complete,897.26,56.08,953.34,2021-11-24 5:51:26,2021-11-30 18:22:34 UTC
18006,12591,complete,1337.21,83.58,1420.79,2021-07-30 1:33:22,2021-08-12 18:04:55 UTC
18008,151,complete,470.32,29.40,499.72,2021-10-22 0:13:05,2021-10-25 01:08:43 UTC
18009,3649,complete,971.41,60.71,1032.12,2021-12-24 1:35:04,2022-01-01 07:40:14 UTC
18010,11972,complete,1431.22,89.45,1520.67,2021-05-01 2:38:20,2021-05-12 03:40:25 UTC
18011,6654,complete,1153.34,72.08,1225.42,2021-06-11 23:22:45,2021-06-24 15:35:06 UTC
18012,12916,complete,484.12,30.26,514.38,2021-05-28 4:31:57,2021-05-30 23:20:33 UTC
18013,1051,complete,1141.72,71.36,1213.08,2021-01-05 8:30:37,2021-01-13 03:24:39 UTC
18014,3817,complete,901.82,56.36,958.18,2021-05-25 20:29:17,2021-06-06 20:02:32 UTC
18015,1251,pending,781.62,48.85,830.47,2022-02-20 15:01:22,2022-02-27 18:05:28 UTC
18016,9315,complete,2456.47,153.53,2610.00,2021-08-04 6:02:47,2021-08-10 08:55:09 UTC
18017,5550,pending,1566.15,97.88,1664.03,2021-02-27 9:56:45,2021-03-11 21:28:53 UTC
18018,4553,cancelled,821.31,51.33,872.64,2021-10-04 15:28:52,2021-10-13 13:55:57 UTC
18019,6490,complete,247.29,15.46,262.75,2022-02-28 6:06:10,2022-03-14 22:38:19 UTC
18020,776,complete,832.14,52.01,884.15,2021-05-26 8:40:30,2021-05-29 20:27:37 UTC
18021,7391,pending,1234.14,77.13,1311.27,2021-06-29 23:33:08,2021-07-10 14:34:24 UTC
18022,5899,complete,7.21,0.45,7.66,2021-12-28 16:18:42,2022-01-04 11:53:08 UTC
18023,6628,complete,196.50,12.28,208.78,2021-01-27 21:55:41,2021-01-31 18:03:49 UTC
