pk,profile_id,status,created_at,updated_at
24752,15-249-3633,ready for adoption,2021-05-02T12:55:40Z,2021-06-28 12:55:40 UTC
24753,65-296-4070,in foster home,2021-01-23T01:31:13Z,2021-04-26 01:31:13 UTC
24754,91-273-1243,in foster home,2021-12-31T00:12:01Z,2022-01-10 00:12:01 UTC
24755,53-539-3573,ready for adoption,2021-11-09T06:12:34Z,2022-01-17 06:12:34 UTC
24756,82-581-2423,in foster home,2021-07-05T14:01:49Z,2021-08-21 14:01:49 UTC
24757,13-515-1105,ready for adoption,2021-02-01T00:06:58Z,2021-03-22 00:06:58 UTC
24758,54-179-6256,ready for adoption,2021-03-06T17:19:50Z,2021-05-06 17:19:50 UTC
24759,82-463-3550,adopted,2021-11-12T07:55:34Z,2021-11-18 07:55:34 UTC
24760,11-296-0811,adopted,2021-07-03T14:44:28Z,2021-09-10 14:44:28 UTC
24761,31-531-6650,ready for adoption,2021-09-23T16:43:21Z,2021-12-28 16:43:21 UTC
24762,31-188-7585,in foster home,2021-11-05T19:16:57Z,2022-01-23 19:16:57 UTC
24763,89-088-1307,ready for adoption,2021-11-10T16:37:45Z,2022-01-19 16:37:45 UTC
24764,76-929-2258,ready for adoption,2022-01-20T14:26:35Z,2022-02-27 14:26:35 UTC
24765,46-353-9145,ready for adoption,2021-10-12T08:04:25Z,2021-12-15 08:04:25 UTC
24766,78-682-5207,in foster home,2021-06-13T23:54:53Z,2021-08-14 23:54:53 UTC
24767,78-145-1916,ready for adoption,2021-11-12T11:09:35Z,2021-11-27 11:09:35 UTC
24768,55-703-7085,ready for adoption,2021-12-09T10:40:45Z,2022-02-20 10:40:45 UTC
24769,40-073-0603,in quarantine,2021-07-23T22:06:09Z,2021-08-21 22:06:09 UTC
24770,97-877-8102,ready for adoption,2021-11-02T01:32:30Z,2021-11-16 01:32:30 UTC
24771,96-457-7727,adopted,2021-09-20T18:54:58Z,2021-12-11 18:54:58 UTC
24772,88-137-0273,adopted,2021-12-16T09:34:57Z,2022-01-25 09:34:57 UTC
24773,37-414-1910,adopted,2022-01-28T14:12:12Z,2022-03-31 14:12:12 UTC
24774,66-086-1678,ready for adoption,2021-03-26T12:24:15Z,2021-04-28 12:24:15 UTC
24775,56-516-3208,ready for adoption,2021-12-03T06:57:46Z,2021-12-27 06:57:46 UTC
24776,50-324-4952,in foster home,2021-03-08T07:53:31Z,2021-03-09 07:53:31 UTC
24777,80-379-1601,in foster home,2021-05-04T04:45:31Z,2021-06-13 04:45:31 UTC
24778,94-983-5104,ready for adoption,2021-12-02T08:09:49Z,2021-12-27 08:09:49 UTC
24779,92-073-7210,adopted,2021-04-17T16:15:12Z,2021-04-18 16:15:12 UTC
24780,66-787-3914,ready for adoption,2021-07-11T12:09:26Z,2021-07-19 12:09:26 UTC
24781,58-619-0965,ready for adoption,2021-07-18T02:42:00Z,2021-09-26 02:42:00 UTC
24782,93-674-4739,ready for adoption,2021-01-25T20:45:41Z,2021-02-15 20:45:41 UTC
24783,12-548-4876,ready for adoption,2021-09-24T14:47:33Z,2021-11-21 14:47:33 UTC
24784,66-067-8645,in quarantine,2021-10-21T18:45:47Z,2022-01-27 18:45:47 UTC
24785,38-143-5797,ready for adoption,2021-08-29T20:19:25Z,2021-09-01 20:19:25 UTC
24786,44-568-0500,in foster home,2021-01-11T16:34:35Z,2021-02-10 16:34:35 UTC
24787,78-806-2461,in foster home,2021-08-08T00:50:45Z,2021-10-06 00:50:45 UTC
24788,14-538-9586,in foster home,2021-10-20T03:20:42Z,2021-11-09 03:20:42 UTC
24789,62-561-7415,in foster home,2021-02-15T05:36:48Z,2021-04-01 05:36:48 UTC
24790,47-619-4329,adopted,2021-09-18T04:47:12Z,2021-11-29 04:47:12 UTC
24791,98-245-0186,in quarantine,2021-11-27T06:40:57Z,2022-01-29 06:40:57 UTC
24792,70-141-3237,in foster home,2022-01-02T01:11:26Z,2022-01-10 01:11:26 UTC
24793,45-795-4885,ready for adoption,2021-09-09T23:03:01Z,2021-09-27 23:03:01 UTC
24794,47-348-9664,ready for adoption,2021-06-12T04:05:07Z,2021-09-14 04:05:07 UTC
24795,66-554-6936,ready for adoption,2021-05-14T00:51:27Z,2021-08-08 00:51:27 UTC
24796,26-158-9469,in foster home,2021-07-09T10:48:41Z,2021-08-24 10:48:41 UTC
24797,76-378-4616,in quarantine,2022-01-26T03:16:18Z,2022-03-07 03:16:18 UTC
24798,25-279-3919,ready for adoption,2021-12-12T23:49:48Z,2022-02-01 23:49:48 UTC
24799,42-463-9748,ready for adoption,2021-01-05T19:37:24Z,2021-03-10 19:37:24 UTC
24800,16-380-1950,in quarantine,2021-06-15T22:41:25Z,2021-09-21 22:41:25 UTC
24801,34-669-9454,in foster home,2021-07-21T05:07:42Z,2021-08-05 05:07:42 UTC
24802,49-248-7680,ready for adoption,2021-02-14T16:27:33Z,2021-03-11 16:27:33 UTC
24803,62-058-9672,in foster home,2021-01-27T00:10:53Z,2021-02-28 00:10:53 UTC
24804,16-287-8100,in quarantine,2021-09-28T22:45:24Z,2021-10-16 22:45:24 UTC
24805,65-297-4529,adopted,2021-02-04T17:29:40Z,2021-04-09 17:29:40 UTC
24806,33-528-9605,in quarantine,2021-02-02T03:09:07Z,2021-02-07 03:09:07 UTC
24807,26-668-2763,ready for adoption,2021-04-24T22:09:49Z,2021-05-05 22:09:49 UTC
24808,42-575-5776,in quarantine,2021-04-19T00:18:47Z,2021-07-14 00:18:47 UTC
24809,51-260-8662,in foster home,2022-02-10T20:35:02Z,2022-05-06 20:35:02 UTC
24810,65-172-8666,in quarantine,2021-08-08T16:15:35Z,2021-10-09 16:15:35 UTC
24811,11-764-1483,ready for adoption,2021-03-01T04:09:04Z,2021-05-02 04:09:04 UTC
24812,67-686-5017,ready for adoption,2021-11-10T12:42:55Z,2021-11-27 12:42:55 UTC
24813,10-996-7342,ready for adoption,2021-07-11T06:59:50Z,2021-10-07 06:59:50 UTC
24814,47-471-7264,in foster home,2021-05-02T08:20:42Z,2021-07-23 08:20:42 UTC
24815,31-391-0426,ready for adoption,2021-01-08T21:54:52Z,2021-02-15 21:54:52 UTC
24816,32-748-6371,in foster home,2022-01-08T08:16:27Z,2022-02-23 08:16:27 UTC
24817,07-239-2091,adopted,2021-09-15T12:23:05Z,2021-09-17 12:23:05 UTC
24818,48-945-9705,adopted,2021-03-01T18:05:03Z,2021-04-22 18:05:03 UTC
24819,81-550-1082,in quarantine,2021-03-20T04:36:02Z,2021-05-20 04:36:02 UTC
24820,66-159-0252,adopted,2021-01-09T00:10:33Z,2021-03-22 00:10:33 UTC
24821,77-764-4394,in quarantine,2021-05-08T19:19:20Z,2021-05-10 19:19:20 UTC
24822,56-793-8754,in foster home,2021-09-22T17:09:35Z,2021-12-04 17:09:35 UTC
24823,04-428-3361,ready for adoption,2021-02-12T19:40:26Z,2021-05-20 19:40:26 UTC
24824,33-309-9713,in foster home,2021-08-13T23:53:22Z,2021-10-31 23:53:22 UTC
24825,57-900-8575,in foster home,2021-10-13T19:13:51Z,2022-01-04 19:13:51 UTC
24826,02-711-6631,ready for adoption,2021-12-27T01:24:20Z,2022-01-12 01:24:20 UTC
24827,36-458-6330,in foster home,2021-12-04T21:34:22Z,2022-03-03 21:34:22 UTC
24828,09-795-2599,in foster home,2021-06-03T11:02:35Z,2021-09-02 11:02:35 UTC
24829,62-701-4753,ready for adoption,2022-02-19T06:36:40Z,2022-03-17 06:36:40 UTC
24830,04-600-9983,adopted,2021-05-05T01:07:20Z,2021-06-28 01:07:20 UTC
24831,04-982-4343,adopted,2021-05-27T10:30:50Z,2021-08-14 10:30:50 UTC
24832,68-375-3076,adopted,2021-06-25T07:54:24Z,2021-08-27 07:54:24 UTC
24833,76-818-5392,adopted,2021-06-05T03:19:15Z,2021-08-01 03:19:15 UTC
24834,94-181-6338,adopted,2021-07-01T18:06:22Z,2021-07-16 18:06:22 UTC
24835,10-373-2518,ready for adoption,2021-11-24T20:23:41Z,2022-02-21 20:23:41 UTC
24836,36-337-5335,ready for adoption,2021-08-21T21:51:10Z,2021-10-15 21:51:10 UTC
24837,20-782-6097,ready for adoption,2021-09-15T20:43:59Z,2021-10-25 20:43:59 UTC
24838,49-360-4167,ready for adoption,2021-01-22T23:22:17Z,2021-04-28 23:22:17 UTC
24839,57-746-2476,adopted,2021-10-24T18:07:30Z,2022-01-23 18:07:30 UTC
24840,01-690-8172,adopted,2021-10-31T23:09:59Z,2021-12-28 23:09:59 UTC
24841,29-465-6278,in foster home,2021-01-13T01:14:24Z,2021-01-14 01:14:24 UTC
24842,97-184-0014,adopted,2021-11-05T00:44:06Z,2022-02-04 00:44:06 UTC
24843,92-581-4229,ready for adoption,2022-02-25T19:57:08Z,2022-05-14 19:57:08 UTC
24844,30-753-3528,ready for adoption,2021-12-03T18:52:51Z,2021-12-20 18:52:51 UTC
24845,80-860-8428,in foster home,2021-12-18T00:28:56Z,2022-02-06 00:28:56 UTC
24846,42-973-9141,ready for adoption,2021-03-13T18:28:52Z,2021-05-15 18:28:52 UTC
24847,54-907-3509,in quarantine,2021-05-31T06:52:38Z,2021-07-14 06:52:38 UTC
24848,09-616-9677,ready for adoption,2021-09-28T07:01:16Z,2021-12-06 07:01:16 UTC
24849,85-254-3864,in quarantine,2021-04-17T13:40:25Z,2021-06-16 13:40:25 UTC
24850,42-715-6713,ready for adoption,2021-03-29T10:01:04Z,2021-04-20 10:01:04 UTC
24851,09-267-7576,adopted,2021-02-27T06:19:15Z,2021-05-01 06:19:15 UTC
24852,87-708-3947,ready for adoption,2021-02-17T20:07:45Z,2021-05-19 20:07:45 UTC
24853,57-062-7789,adopted,2022-01-21T20:42:21Z,2022-02-02 20:42:21 UTC
24854,85-963-4042,ready for adoption,2021-06-10T07:28:59Z,2021-08-16 07:28:59 UTC
24855,39-543-5059,adopted,2021-08-28T07:08:53Z,2021-10-15 07:08:53 UTC
24856,35-863-6533,adopted,2022-02-08T23:39:36Z,2022-03-05 23:39:36 UTC
24857,60-519-4729,ready for adoption,2021-10-10T06:05:55Z,2022-01-15 06:05:55 UTC
24858,81-139-9335,ready for adoption,2021-11-12T16:35:26Z,2022-01-18 16:35:26 UTC
24859,72-209-6196,adopted,2021-02-04T05:09:55Z,2021-03-08 05:09:55 UTC
24860,34-815-9794,ready for adoption,2021-08-04T18:31:43Z,2021-10-28 18:31:43 UTC
24861,35-879-3184,ready for adoption,2021-08-27T13:39:50Z,2021-11-29 13:39:50 UTC
24862,31-691-2765,adopted,2021-11-02T01:50:00Z,2021-11-11 01:50:00 UTC
24863,55-510-3035,in foster home,2021-11-20T20:44:21Z,2021-12-13 20:44:21 UTC
24864,72-503-4997,ready for adoption,2022-01-03T04:44:05Z,2022-03-05 04:44:05 UTC
24865,14-090-6087,ready for adoption,2021-01-02T23:48:27Z,2021-01-20 23:48:27 UTC
24866,18-061-9206,in foster home,2021-04-25T04:08:04Z,2021-07-20 04:08:04 UTC
24867,17-384-8142,ready for adoption,2021-12-18T09:03:56Z,2022-01-03 09:03:56 UTC
24868,65-784-2488,ready for adoption,2021-10-17T13:15:17Z,2021-10-30 13:15:17 UTC
24869,61-935-6484,ready for adoption,2021-09-19T15:50:24Z,2021-11-12 15:50:24 UTC
24870,96-218-0542,ready for adoption,2021-08-15T00:05:31Z,2021-10-16 00:05:31 UTC
24871,50-069-2803,in foster home,2021-03-03T13:59:42Z,2021-05-31 13:59:42 UTC
24872,42-017-4012,ready for adoption,2021-10-02T13:13:08Z,2021-11-08 13:13:08 UTC
24873,91-075-5774,ready for adoption,2022-01-02T16:45:54Z,2022-03-16 16:45:54 UTC
24874,12-562-9327,adopted,2022-02-21T05:05:28Z,2022-04-12 05:05:28 UTC
24875,18-047-7004,adopted,2021-08-06T06:53:12Z,2021-08-17 06:53:12 UTC
24876,72-868-9562,adopted,2022-02-24T00:24:16Z,2022-05-26 00:24:16 UTC
24877,76-860-6692,ready for adoption,2021-05-28T18:35:27Z,2021-06-04 18:35:27 UTC
24878,98-630-0332,adopted,2021-06-20T11:05:19Z,2021-09-19 11:05:19 UTC
24879,20-334-2992,adopted,2021-09-05T03:53:16Z,2021-09-30 03:53:16 UTC
24880,36-775-6453,adopted,2021-11-04T07:02:19Z,2022-02-02 07:02:19 UTC
24881,55-833-4159,ready for adoption,2021-02-21T19:47:16Z,2021-04-17 19:47:16 UTC
24882,85-484-5236,ready for adoption,2021-06-18T21:13:52Z,2021-07-20 21:13:52 UTC
24883,36-750-2233,ready for adoption,2021-08-19T18:44:14Z,2021-11-13 18:44:14 UTC
24884,22-692-7035,ready for adoption,2021-11-21T13:36:18Z,2021-12-16 13:36:18 UTC
24885,44-316-1770,adopted,2021-03-07T07:37:54Z,2021-04-06 07:37:54 UTC
24886,03-660-8884,adopted,2021-01-26T10:32:41Z,2021-02-17 10:32:41 UTC
24887,42-458-6956,ready for adoption,2022-01-16T11:46:50Z,2022-03-20 11:46:50 UTC
24888,46-797-6776,adopted,2021-09-11T19:11:14Z,2021-12-19 19:11:14 UTC
24889,96-186-8228,adopted,2021-08-18T23:59:23Z,2021-09-24 23:59:23 UTC
24890,65-020-2962,ready for adoption,2021-05-16T15:32:35Z,2021-07-09 15:32:35 UTC
24891,69-574-7878,ready for adoption,2021-08-09T03:40:19Z,2021-10-14 03:40:19 UTC
24892,88-724-1898,in foster home,2021-05-06T02:48:02Z,2021-07-12 02:48:02 UTC
24893,33-747-7281,in foster home,2021-05-03T06:23:29Z,2021-05-22 06:23:29 UTC
24894,35-470-5908,ready for adoption,2021-08-15T10:48:06Z,2021-09-28 10:48:06 UTC
24895,96-669-7740,adopted,2021-02-10T01:29:02Z,2021-04-20 01:29:02 UTC
24896,63-392-0854,adopted,2021-06-17T04:24:03Z,2021-09-10 04:24:03 UTC
24897,60-802-3500,ready for adoption,2021-05-21T11:45:07Z,2021-07-05 11:45:07 UTC
24898,29-646-6523,ready for adoption,2021-06-04T11:50:08Z,2021-08-17 11:50:08 UTC
24899,12-503-8480,adopted,2021-05-13T21:04:36Z,2021-08-14 21:04:36 UTC
24900,87-353-6471,adopted,2021-12-22T04:33:04Z,2022-03-26 04:33:04 UTC
24901,39-328-7530,adopted,2021-12-25T14:56:36Z,2022-02-15 14:56:36 UTC
24902,43-377-4778,in quarantine,2021-07-22T08:08:53Z,2021-10-01 08:08:53 UTC
24903,55-918-3913,ready for adoption,2021-09-23T07:34:23Z,2021-11-01 07:34:23 UTC
24904,11-300-7607,in foster home,2021-05-31T15:47:55Z,2021-08-16 15:47:55 UTC
24905,59-278-8966,adopted,2021-03-04T17:33:41Z,2021-04-07 17:33:41 UTC
24906,78-657-7540,in foster home,2021-05-02T07:58:15Z,2021-05-04 07:58:15 UTC
24907,11-489-1921,adopted,2021-02-17T02:16:27Z,2021-04-13 02:16:27 UTC
24908,28-273-0911,in foster home,2021-09-07T15:14:15Z,2021-11-30 15:14:15 UTC
24909,83-935-1796,ready for adoption,2021-10-23T23:41:32Z,2021-12-24 23:41:32 UTC
24910,27-089-0275,adopted,2021-08-07T04:10:37Z,2021-11-06 04:10:37 UTC
24911,92-274-3998,adopted,2021-06-02T07:13:08Z,2021-07-15 07:13:08 UTC
24912,86-184-2665,ready for adoption,2021-09-05T10:23:18Z,2021-10-15 10:23:18 UTC
24913,61-631-1076,adopted,2021-03-07T14:16:41Z,2021-04-04 14:16:41 UTC
24914,79-389-9672,in foster home,2021-01-09T08:14:45Z,2021-01-15 08:14:45 UTC
24915,90-304-0293,in quarantine,2021-02-07T07:12:39Z,2021-05-06 07:12:39 UTC
24916,69-297-8608,in foster home,2021-08-22T16:12:45Z,2021-11-09 16:12:45 UTC
24917,67-070-0578,adopted,2021-02-19T12:45:02Z,2021-04-01 12:45:02 UTC
24918,00-302-3156,ready for adoption,2021-04-28T02:23:40Z,2021-07-14 02:23:40 UTC
24919,03-695-3223,in foster home,2021-12-12T00:29:56Z,2022-01-14 00:29:56 UTC
24920,87-208-2559,ready for adoption,2021-04-28T05:11:57Z,2021-08-01 05:11:57 UTC
24921,63-673-3473,adopted,2021-05-27T13:01:29Z,2021-07-25 13:01:29 UTC
24922,23-970-7589,ready for adoption,2021-12-25T22:04:14Z,2022-03-12 22:04:14 UTC
24923,75-558-2631,in quarantine,2021-05-10T19:23:40Z,2021-06-09 19:23:40 UTC
24924,33-215-8829,adopted,2022-01-28T19:04:13Z,2022-04-10 19:04:13 UTC
24925,45-183-3804,adopted,2021-04-07T13:51:39Z,2021-07-14 13:51:39 UTC
24926,58-241-7290,adopted,2021-07-31T05:22:23Z,2021-08-24 05:22:23 UTC
24927,07-383-0420,ready for adoption,2021-08-04T06:42:46Z,2021-10-25 06:42:46 UTC
24928,52-654-8179,in foster home,2021-02-02T19:05:25Z,2021-02-07 19:05:25 UTC
24929,11-954-6137,in foster home,2021-01-31T09:43:38Z,2021-03-04 09:43:38 UTC
24930,86-415-8046,in foster home,2021-06-23T20:03:22Z,2021-07-23 20:03:22 UTC
24931,99-753-4687,in foster home,2021-09-30T16:00:22Z,2021-10-31 16:00:22 UTC
24932,71-201-5524,ready for adoption,2021-10-29T06:07:38Z,2022-01-20 06:07:38 UTC
24933,52-189-2291,in quarantine,2021-01-09T07:23:52Z,2021-02-22 07:23:52 UTC
24934,73-300-0437,in quarantine,2021-11-28T13:56:56Z,2022-01-19 13:56:56 UTC
24935,38-571-2603,adopted,2021-04-08T06:29:44Z,2021-04-29 06:29:44 UTC
24936,88-739-5007,adopted,2021-02-27T08:44:28Z,2021-03-18 08:44:28 UTC
24937,10-468-5006,adopted,2021-04-04T07:17:12Z,2021-05-08 07:17:12 UTC
24938,13-078-2735,ready for adoption,2021-08-24T21:52:40Z,2021-09-22 21:52:40 UTC
24939,60-695-1242,ready for adoption,2021-06-27T05:10:52Z,2021-09-16 05:10:52 UTC
24940,09-487-9840,adopted,2021-12-23T10:37:32Z,2022-01-17 10:37:32 UTC
24941,88-579-6417,ready for adoption,2021-01-06T02:54:31Z,2021-01-18 02:54:31 UTC
24942,35-987-3586,ready for adoption,2021-07-19T16:00:05Z,2021-09-24 16:00:05 UTC
24943,51-521-0317,ready for adoption,2021-06-27T17:57:06Z,2021-07-13 17:57:06 UTC
24944,30-806-9249,in quarantine,2022-01-01T01:28:11Z,2022-01-16 01:28:11 UTC
24945,26-566-3569,in foster home,2021-07-06T13:16:23Z,2021-09-29 13:16:23 UTC
24946,04-069-6632,adopted,2021-09-26T15:34:17Z,2021-12-28 15:34:17 UTC
24947,77-703-2018,ready for adoption,2021-10-29T20:03:48Z,2022-01-05 20:03:48 UTC
24948,98-792-5885,ready for adoption,2021-05-23T18:44:31Z,2021-08-01 18:44:31 UTC
24949,28-382-8301,ready for adoption,2021-08-02T13:17:57Z,2021-10-11 13:17:57 UTC
24950,37-542-0184,adopted,2021-03-23T13:47:20Z,2021-04-19 13:47:20 UTC
24951,12-949-3010,adopted,2022-02-25T03:37:28Z,2022-03-29 03:37:28 UTC
24952,52-150-2763,ready for adoption,2021-04-01T01:17:41Z,2021-06-03 01:17:41 UTC
24953,63-522-2676,ready for adoption,2021-06-16T14:29:45Z,2021-07-23 14:29:45 UTC
24954,07-905-5784,in foster home,2021-07-03T15:42:51Z,2021-08-19 15:42:51 UTC
24955,40-297-3842,ready for adoption,2022-02-10T18:10:27Z,2022-04-07 18:10:27 UTC
24956,19-458-2115,adopted,2022-01-23T02:26:04Z,2022-02-19 02:26:04 UTC
24957,64-871-3723,in foster home,2021-08-01T14:07:27Z,2021-09-02 14:07:27 UTC
24958,78-713-8385,ready for adoption,2021-06-04T22:27:18Z,2021-08-18 22:27:18 UTC
24959,07-213-1826,ready for adoption,2022-02-17T01:51:21Z,2022-03-28 01:51:21 UTC
24960,47-848-7957,in foster home,2021-02-26T10:28:01Z,2021-04-13 10:28:01 UTC
24961,45-836-6069,in foster home,2021-08-05T01:07:44Z,2021-11-06 01:07:44 UTC
24962,96-405-2911,ready for adoption,2021-08-13T00:45:11Z,2021-09-18 00:45:11 UTC
24963,57-218-2081,adopted,2021-05-08T05:31:52Z,2021-06-10 05:31:52 UTC
24964,05-401-9499,ready for adoption,2021-11-09T23:28:51Z,2021-12-11 23:28:51 UTC
24965,43-024-5393,adopted,2022-01-11T09:09:24Z,2022-01-25 09:09:24 UTC
24966,58-895-1951,ready for adoption,2021-04-13T10:44:00Z,2021-05-18 10:44:00 UTC
24967,94-422-6771,ready for adoption,2021-02-28T15:51:22Z,2021-05-25 15:51:22 UTC
24968,53-317-3468,adopted,2021-12-06T12:47:46Z,2022-03-14 12:47:46 UTC
24969,93-430-2779,in foster home,2021-08-06T10:30:50Z,2021-09-24 10:30:50 UTC
24970,27-854-9548,ready for adoption,2021-10-31T21:54:41Z,2022-02-06 21:54:41 UTC
24971,06-419-3149,adopted,2021-10-12T08:42:29Z,2021-11-22 08:42:29 UTC
24972,61-558-7341,adopted,2021-03-23T23:47:27Z,2021-04-29 23:47:27 UTC
24973,37-702-0597,adopted,2021-06-20T08:35:25Z,2021-08-23 08:35:25 UTC
24974,63-397-7344,in foster home,2021-01-05T04:11:00Z,2021-03-06 04:11:00 UTC
24975,41-629-7616,adopted,2021-01-24T15:49:25Z,2021-04-03 15:49:25 UTC
24976,52-613-3366,adopted,2021-03-14T11:15:36Z,2021-05-18 11:15:36 UTC
24977,56-954-1004,ready for adoption,2021-03-09T10:38:58Z,2021-03-18 10:38:58 UTC
24978,15-224-9948,ready for adoption,2022-02-11T18:01:45Z,2022-02-16 18:01:45 UTC
24979,61-171-5022,in foster home,2021-09-09T10:12:50Z,2021-11-23 10:12:50 UTC
24980,97-616-1115,in quarantine,2021-02-23T05:39:52Z,2021-03-01 05:39:52 UTC
24981,04-309-4241,adopted,2021-05-18T05:06:25Z,2021-07-18 05:06:25 UTC
24982,87-120-2418,in foster home,2021-01-25T08:49:52Z,2021-02-25 08:49:52 UTC
24983,80-972-2623,in foster home,2021-12-18T19:42:44Z,2022-01-22 19:42:44 UTC
24984,11-257-7352,adopted,2021-10-02T03:29:06Z,2022-01-03 03:29:06 UTC
24985,99-637-5378,adopted,2021-06-04T01:01:13Z,2021-07-08 01:01:13 UTC
24986,05-599-5887,adopted,2021-03-04T08:36:58Z,2021-05-13 08:36:58 UTC
24987,37-451-8937,in foster home,2022-02-24T18:28:40Z,2022-05-18 18:28:40 UTC
24988,99-349-2602,adopted,2021-11-27T09:34:25Z,2021-12-24 09:34:25 UTC
24989,82-292-9188,in foster home,2021-02-20T15:26:10Z,2021-05-12 15:26:10 UTC
24990,83-868-1986,in foster home,2021-12-18T05:09:02Z,2022-03-25 05:09:02 UTC
24991,61-762-9604,ready for adoption,2021-06-10T01:36:54Z,2021-08-23 01:36:54 UTC
24992,12-406-6729,in foster home,2021-02-16T05:22:46Z,2021-04-02 05:22:46 UTC
24993,70-387-6466,in foster home,2021-04-14T16:57:19Z,2021-07-21 16:57:19 UTC
24994,15-153-4586,in quarantine,2022-01-19T21:24:07Z,2022-02-02 21:24:07 UTC
24995,66-274-5157,adopted,2021-07-06T01:39:57Z,2021-07-18 01:39:57 UTC
24996,51-559-6230,in quarantine,2021-10-24T05:40:39Z,2022-01-21 05:40:39 UTC
24997,55-417-6904,adopted,2021-04-13T13:28:57Z,2021-04-21 13:28:57 UTC
24998,03-456-2894,adopted,2021-11-25T13:08:27Z,2022-01-15 13:08:27 UTC
24999,79-312-0281,adopted,2022-01-29T01:21:52Z,2022-04-04 01:21:52 UTC
25000,77-410-1820,adopted,2021-04-10T18:31:52Z,2021-06-26 18:31:52 UTC
25001,31-621-3789,ready for adoption,2021-08-20T17:55:49Z,2021-11-03 17:55:49 UTC
25002,17-861-1752,in foster home,2021-11-10T08:40:43Z,2021-11-14 08:40:43 UTC
25003,05-647-4832,ready for adoption,2021-10-03T17:34:01Z,2021-12-26 17:34:01 UTC
25004,72-284-5139,ready for adoption,2021-04-21T16:07:44Z,2021-07-05 16:07:44 UTC
25005,32-290-7085,ready for adoption,2021-11-10T16:28:18Z,2022-01-31 16:28:18 UTC
25006,33-165-5173,ready for adoption,2021-11-17T05:21:14Z,2022-01-07 05:21:14 UTC
25007,35-779-3756,in foster home,2021-07-11T02:33:43Z,2021-08-09 02:33:43 UTC
25008,87-210-0017,adopted,2021-09-03T07:45:44Z,2021-12-09 07:45:44 UTC
25009,74-744-2307,adopted,2021-11-27T00:46:18Z,2022-02-06 00:46:18 UTC
25010,60-914-5326,in foster home,2021-01-31T12:04:41Z,2021-04-02 12:04:41 UTC
25011,48-352-6612,ready for adoption,2021-06-10T09:28:53Z,2021-08-19 09:28:53 UTC
25012,74-779-8892,in quarantine,2021-10-14T06:28:30Z,2021-11-18 06:28:30 UTC
25013,45-566-2837,ready for adoption,2021-05-29T23:40:01Z,2021-08-12 23:40:01 UTC
25014,63-781-4803,in foster home,2021-03-23T05:46:11Z,2021-04-21 05:46:11 UTC
25015,74-593-1594,in foster home,2021-03-12T00:40:58Z,2021-04-22 00:40:58 UTC
25016,69-304-4563,adopted,2021-07-07T17:58:28Z,2021-09-27 17:58:28 UTC
25017,27-091-8313,in foster home,2021-06-02T21:34:36Z,2021-08-04 21:34:36 UTC
25018,77-623-7842,in quarantine,2021-07-26T08:00:42Z,2021-08-17 08:00:42 UTC
25019,07-147-0522,ready for adoption,2021-01-20T11:13:50Z,2021-02-23 11:13:50 UTC
25020,68-114-4237,ready for adoption,2021-12-06T17:34:13Z,2022-01-06 17:34:13 UTC
25021,17-818-4889,ready for adoption,2021-01-21T08:47:26Z,2021-03-10 08:47:26 UTC
25022,52-690-3585,ready for adoption,2022-01-24T00:09:56Z,2022-03-07 00:09:56 UTC
25023,13-433-0459,adopted,2021-06-27T10:12:14Z,2021-10-04 10:12:14 UTC
25024,99-551-0180,adopted,2021-09-09T17:45:28Z,2021-10-10 17:45:28 UTC
25025,43-305-5076,adopted,2021-03-11T16:12:33Z,2021-06-14 16:12:33 UTC
25026,08-834-6219,adopted,2021-10-13T08:00:52Z,2022-01-02 08:00:52 UTC
25027,08-035-5039,ready for adoption,2022-01-10T17:02:25Z,2022-03-09 17:02:25 UTC
25028,56-306-8298,in foster home,2021-05-18T02:27:16Z,2021-06-13 02:27:16 UTC
25029,72-073-7586,adopted,2021-03-22T18:09:22Z,2021-04-17 18:09:22 UTC
25030,72-462-3933,ready for adoption,2022-01-17T07:57:09Z,2022-04-14 07:57:09 UTC
25031,45-917-2944,adopted,2021-09-15T09:40:35Z,2021-09-27 09:40:35 UTC
25032,64-449-2276,ready for adoption,2021-10-02T04:15:29Z,2021-10-29 04:15:29 UTC
25033,22-353-1260,ready for adoption,2021-08-29T00:44:38Z,2021-10-21 00:44:38 UTC
25034,09-618-1996,adopted,2021-02-16T12:02:29Z,2021-05-14 12:02:29 UTC
25035,09-466-7231,in foster home,2022-02-14T09:09:41Z,2022-02-18 09:09:41 UTC
25036,21-969-1324,in foster home,2021-10-02T19:13:03Z,2021-11-22 19:13:03 UTC
25037,10-502-5298,in foster home,2021-02-13T07:16:53Z,2021-03-13 07:16:53 UTC
25038,90-753-0685,adopted,2021-04-10T06:08:23Z,2021-04-25 06:08:23 UTC
25039,04-856-9339,in foster home,2021-08-15T07:37:06Z,2021-08-17 07:37:06 UTC
25040,76-925-4572,adopted,2021-06-27T14:03:03Z,2021-08-27 14:03:03 UTC
25041,22-131-0157,ready for adoption,2021-06-02T09:18:19Z,2021-07-30 09:18:19 UTC
25042,25-383-2380,in quarantine,2021-03-11T20:49:36Z,2021-03-15 20:49:36 UTC
25043,66-603-2222,ready for adoption,2021-10-20T06:41:51Z,2021-12-13 06:41:51 UTC
25044,68-891-1955,adopted,2021-12-26T21:57:20Z,2022-02-20 21:57:20 UTC
25045,63-551-8499,adopted,2021-05-31T07:27:56Z,2021-08-12 07:27:56 UTC
