pk,name,type,price,created_at,updated_at
616,optimal,Equipment,5.38,2021-06-16 11:12:18,2021-06-19 11:12:18 UTC
617,grid-enabled,Grooming,1.81,2021-10-24 10:51:20,2021-10-25 10:51:20 UTC
618,static,Food,15.16,2022-02-25 06:50:37,2022-02-26 06:50:37 UTC
619,eco-centric,Food,22.08,2021-10-05 08:33:16,2021-10-06 08:33:16 UTC
620,Proactive,Snack,40.04,2022-01-01 09:54:11,2022-01-04 09:54:11 UTC
621,motivating,Equipment,35.71,2021-04-02 15:35:43,2021-04-02 15:35:43 UTC
622,database,Food,5.0,2021-09-19 12:10:51,2021-09-22 12:10:51 UTC
623,client-server,Clothes,52.64,2021-05-08 00:16:17,2021-05-10 00:16:17 UTC
624,throughput,Snack,30.35,2021-03-21 02:10:32,2021-03-21 02:10:32 UTC
625,Centralized,Bedding,44.17,2022-01-08 14:39:57,2022-01-08 14:39:57 UTC
626,projection,Toys,35.86,2021-03-22 20:27:29,2021-03-23 20:27:29 UTC
627,Decentralized,Equipment,49.44,2022-02-13 13:58:28,2022-02-15 13:58:28 UTC
628,next generation,Food,70.57,2021-05-05 01:23:51,2021-05-05 01:23:51 UTC
629,website,Bedding,47.37,2021-06-18 17:04:40,2021-06-19 17:04:40 UTC
630,Self-enabling,Accessory,76.23,2022-02-08 21:40:53,2022-02-08 21:40:53 UTC
631,grid-enabled,Medicine,64.68,2021-05-01 04:06:13,2021-05-01 04:06:13 UTC
632,moderator,Medicine,64.99,2021-06-02 04:13:12,2021-06-02 04:13:12 UTC
633,Function-based,Medicine,19.41,2021-08-17 16:07:52,2021-08-19 16:07:52 UTC
634,alliance,Equipment,69.2,2021-10-02 12:25:30,2021-10-05 12:25:30 UTC
635,approach,Snack,20.13,2021-03-23 02:36:39,2021-03-26 02:36:39 UTC
636,interface,Supplements,24.54,2021-08-01 20:57:41,2021-08-01 20:57:41 UTC
637,Realigned,Housing,4.53,2021-05-17 12:47:25,2021-05-18 12:47:25 UTC
638,Ameliorated,Snack,39.37,2021-04-14 03:43:25,2021-04-16 03:43:25 UTC
639,incremental,Supplements,77.03,2021-12-11 00:35:52,2021-12-13 00:35:52 UTC
640,directional,Toys,41.42,2021-07-26 17:44:47,2021-07-28 17:44:47 UTC
641,Enterprise-wide,Toys,36.2,2021-04-20 20:25:36,2021-04-22 20:25:36 UTC
642,contextually-based,Bedding,56.79,2021-12-29 19:05:27,2021-12-29 19:05:27 UTC
643,intangible,Food,35.81,2021-10-06 09:14:45,2021-10-09 09:14:45 UTC
644,attitude-oriented,Equipment,17.02,2022-03-02 06:44:24,2022-03-04 06:44:24 UTC
645,Exclusive,Bedding,43.87,2021-11-03 13:29:03,2021-11-05 13:29:03 UTC
646,bottom-line,Toys,47.28,2021-07-23 02:37:40,2021-07-25 02:37:40 UTC
647,initiative,Equipment,16.72,2022-03-07 06:18:01,2022-03-10 06:18:01 UTC
648,internet solution,Snack,15.87,2021-04-09 04:35:40,2021-04-09 04:35:40 UTC
649,synergy,Grooming,75.26,2021-05-28 18:34:23,2021-05-30 18:34:23 UTC
650,Up-sized,Toys,78.77,2021-06-03 19:10:46,2021-06-05 19:10:46 UTC
651,knowledge user,Grooming,35.2,2021-09-19 13:33:37,2021-09-21 13:33:37 UTC
652,even-keeled,Equipment,70.46,2021-11-05 10:35:41,2021-11-05 10:35:41 UTC
653,moratorium,Equipment,75.04,2021-12-27 07:27:53,2021-12-28 07:27:53 UTC
654,needs-based,Housing,36.19,2021-04-21 02:05:51,2021-04-24 02:05:51 UTC
655,Integrated,Equipment,58.67,2021-12-28 03:37:22,2021-12-28 03:37:22 UTC
656,budgetary management,Snack,79.53,2022-02-28 09:42:45,2022-03-03 09:42:45 UTC
657,Optimized,Snack,35.4,2022-02-17 20:10:51,2022-02-20 20:10:51 UTC
658,empowering,Equipment,58.27,2021-05-07 21:38:04,2021-05-08 21:38:04 UTC
659,throughput,Equipment,66.78,2022-02-21 07:48:28,2022-02-21 07:48:28 UTC
660,composite,Housing,61.54,2021-04-04 06:21:19,2021-04-07 06:21:19 UTC
661,Upgradable,Bedding,29.79,2021-03-17 03:41:04,2021-03-20 03:41:04 UTC
662,coherent,Food,9.35,2021-11-10 11:29:07,2021-11-11 11:29:07 UTC
663,dynamic,Toys,60.9,2021-07-26 15:48:37,2021-07-29 15:48:37 UTC
664,local,Bedding,66.81,2022-02-27 13:25:58,2022-02-28 13:25:58 UTC
665,bottom-line,Snack,66.19,2021-04-01 02:23:49,2021-04-04 02:23:49 UTC
666,open system,Accessory,59.16,2021-09-21 21:57:44,2021-09-24 21:57:44 UTC
667,multi-tasking,Food,24.34,2021-05-22 04:08:17,2021-05-25 04:08:17 UTC
668,Reverse-engineered,Snack,5.26,2021-10-24 17:02:29,2021-10-27 17:02:29 UTC
669,methodology,Accessory,14.47,2021-05-04 04:54:16,2021-05-06 04:54:16 UTC
670,asymmetric,Medicine,33.41,2021-10-04 12:59:53,2021-10-07 12:59:53 UTC
671,migration,Grooming,5.38,2021-10-08 07:37:24,2021-10-10 07:37:24 UTC
672,superstructure,Equipment,44.76,2021-10-24 00:32:27,2021-10-24 00:32:27 UTC
673,Optimized,Medicine,58.52,2022-01-14 20:28:25,2022-01-15 20:28:25 UTC
674,incremental,Accessory,34.27,2021-10-13 09:58:57,2021-10-15 09:58:57 UTC
675,Decentralized,Food,22.9,2021-11-18 08:17:32,2021-11-18 08:17:32 UTC
676,groupware,Toys,34.86,2021-12-15 09:14:53,2021-12-15 09:14:53 UTC
677,reciprocal,Toys,6.28,2021-03-12 13:04:54,2021-03-12 13:04:54 UTC
678,matrices,Toys,56.14,2021-12-25 05:49:18,2021-12-26 05:49:18 UTC
679,productivity,Equipment,55.35,2021-05-11 18:48:20,2021-05-12 18:48:20 UTC
680,application,Equipment,78.65,2022-03-03 20:44:37,2022-03-04 20:44:37 UTC
681,composite,Toys,2.43,2021-07-05 19:42:59,2021-07-07 19:42:59 UTC
682,encryption,Housing,54.8,2021-07-07 05:20:57,2021-07-08 05:20:57 UTC
683,encryption,Accessory,38.38,2022-01-15 21:09:57,2022-01-17 21:09:57 UTC
684,bottom-line,Housing,14.53,2021-03-24 10:59:17,2021-03-27 10:59:17 UTC
685,6th generation,Equipment,14.09,2021-12-22 15:15:13,2021-12-24 15:15:13 UTC
686,info-mediaries,Toys,31.09,2021-03-17 01:29:18,2021-03-18 01:29:18 UTC
687,collaboration,Food,41.09,2021-09-29 05:44:33,2021-10-02 05:44:33 UTC
688,executive,Supplements,60.44,2021-06-28 15:07:10,2021-06-29 15:07:10 UTC
689,extranet,Equipment,13.76,2021-12-17 21:23:10,2021-12-19 21:23:10 UTC
690,Synergistic,Clothes,22.29,2021-10-02 02:03:28,2021-10-03 02:03:28 UTC
691,discrete,Snack,55.74,2021-10-30 04:43:35,2021-10-30 04:43:35 UTC
692,tertiary,Snack,78.0,2021-07-18 09:40:26,2021-07-19 09:40:26 UTC
693,project,Snack,2.74,2022-03-07 08:33:56,2022-03-08 08:33:56 UTC
694,Reduced,Toys,70.28,2022-02-16 05:16:12,2022-02-16 05:16:12 UTC
695,Compatible,Clothes,3.01,2021-06-04 16:24:16,2021-06-05 16:24:16 UTC
696,real-time,Bedding,2.03,2021-09-13 16:29:05,2021-09-14 16:29:05 UTC
697,transitional,Snack,79.05,2021-05-20 01:13:56,2021-05-23 01:13:56 UTC
698,maximized,Clothes,58.34,2021-11-20 01:42:14,2021-11-23 01:42:14 UTC
699,multi-state,Snack,62.27,2021-10-04 18:09:34,2021-10-07 18:09:34 UTC
700,Expanded,Toys,23.15,2021-03-16 15:49:51,2021-03-18 15:49:51 UTC
701,cohesive,Medicine,27.01,2021-06-02 08:23:05,2021-06-03 08:23:05 UTC
702,Assimilated,Grooming,75.97,2022-01-07 21:49:17,2022-01-07 21:49:17 UTC
703,help-desk,Bedding,65.42,2021-05-28 05:57:55,2021-05-28 05:57:55 UTC
704,exuding,Food,4.98,2021-07-26 11:06:14,2021-07-29 11:06:14 UTC
705,Versatile,Equipment,67.56,2021-08-28 06:01:23,2021-08-31 06:01:23 UTC
706,methodology,Toys,47.87,2021-03-13 01:56:50,2021-03-14 01:56:50 UTC
707,Proactive,Supplements,12.25,2022-01-12 13:10:16,2022-01-13 13:10:16 UTC
708,bottom-line,Equipment,2.33,2022-03-05 20:41:15,2022-03-08 20:41:15 UTC
709,conglomeration,Toys,17.83,2021-06-10 19:36:21,2021-06-10 19:36:21 UTC
710,Profit-focused,Snack,73.3,2022-02-26 03:13:23,2022-03-01 03:13:23 UTC
711,value-added,Equipment,9.8,2022-01-27 08:05:40,2022-01-29 08:05:40 UTC
712,Secured,Equipment,44.78,2022-01-07 07:41:30,2022-01-08 07:41:30 UTC
713,even-keeled,Toys,65.16,2021-09-18 18:22:41,2021-09-21 18:22:41 UTC
714,Business-focused,Toys,52.83,2021-03-11 04:43:50,2021-03-12 04:43:50 UTC
715,Operative,Equipment,12.04,2021-10-24 05:58:08,2021-10-24 05:58:08 UTC
716,Re-contextualized,Clothes,33.94,2021-08-22 19:29:31,2021-08-24 19:29:31 UTC
717,Open-source,Equipment,18.89,2021-08-17 03:38:54,2021-08-19 03:38:54 UTC
718,standardization,Equipment,64.44,2021-03-25 16:26:59,2021-03-28 16:26:59 UTC
719,Automated,Toys,21.97,2021-09-02 09:13:20,2021-09-04 09:13:20 UTC
720,Implemented,Food,58.44,2021-04-16 15:51:06,2021-04-17 15:51:06 UTC
721,zero tolerance,Snack,49.41,2022-02-02 02:00:11,2022-02-02 02:00:11 UTC
722,Graphic Interface,Bedding,14.44,2022-02-07 12:02:40,2022-02-07 12:02:40 UTC
723,User-centric,Equipment,79.27,2021-04-08 11:57:50,2021-04-09 11:57:50 UTC
724,Fundamental,Toys,62.68,2021-12-31 10:01:08,2022-01-01 10:01:08 UTC
725,Monitored,Equipment,20.35,2021-11-17 19:13:41,2021-11-20 19:13:41 UTC
726,system engine,Toys,21.18,2021-12-11 09:23:01,2021-12-14 09:23:01 UTC
727,background,Supplements,4.44,2021-08-13 05:14:31,2021-08-13 05:14:31 UTC
728,frame,Equipment,48.14,2021-09-19 02:57:33,2021-09-22 02:57:33 UTC
729,Upgradable,Medicine,4.7,2021-06-14 04:41:17,2021-06-16 04:41:17 UTC
730,exuding,Equipment,12.23,2021-04-28 18:57:39,2021-04-29 18:57:39 UTC
731,systemic,Medicine,42.76,2021-11-04 12:34:41,2021-11-05 12:34:41 UTC
732,implementation,Supplements,29.09,2021-12-29 21:38:56,2021-12-30 21:38:56 UTC
733,service-desk,Equipment,28.4,2021-06-24 05:16:10,2021-06-25 05:16:10 UTC
734,cohesive,Equipment,29.72,2021-12-01 02:57:29,2021-12-01 02:57:29 UTC
735,regional,Equipment,66.94,2021-11-18 16:47:15,2021-11-21 16:47:15 UTC
736,context-sensitive,Food,6.83,2021-07-21 17:32:41,2021-07-23 17:32:41 UTC
737,systematic,Toys,68.87,2021-10-15 04:50:53,2021-10-17 04:50:53 UTC
738,capacity,Food,64.09,2021-05-10 17:53:20,2021-05-13 17:53:20 UTC
739,process improvement,Snack,79.42,2021-07-02 19:45:11,2021-07-04 19:45:11 UTC
740,utilisation,Medicine,68.9,2021-12-06 12:17:13,2021-12-07 12:17:13 UTC
741,Stand-alone,Food,39.16,2021-09-19 08:35:10,2021-09-22 08:35:10 UTC
742,dynamic,Medicine,34.39,2021-04-01 16:35:36,2021-04-04 16:35:36 UTC
743,asymmetric,Housing,71.86,2021-08-10 09:13:37,2021-08-13 09:13:37 UTC
744,Fully-configurable,Medicine,57.08,2021-09-19 05:15:56,2021-09-21 05:15:56 UTC
745,Team-oriented,Food,33.11,2022-02-14 15:13:27,2022-02-16 15:13:27 UTC
746,throughput,Toys,53.94,2022-01-09 00:48:30,2022-01-11 00:48:30 UTC
747,even-keeled,Food,79.21,2021-12-03 13:28:00,2021-12-05 13:28:00 UTC
748,modular,Supplements,6.64,2021-04-01 14:46:23,2021-04-02 14:46:23 UTC
749,framework,Toys,69.28,2021-08-08 17:25:58,2021-08-09 17:25:58 UTC
750,forecast,Toys,47.28,2021-05-10 07:40:33,2021-05-10 07:40:33 UTC
751,national,Equipment,77.5,2022-01-30 10:47:36,2022-01-30 10:47:36 UTC
752,explicit,Equipment,79.92,2021-11-27 23:34:24,2021-11-28 23:34:24 UTC
753,service-desk,Toys,14.13,2022-02-23 09:07:24,2022-02-24 09:07:24 UTC
754,Re-engineered,Equipment,7.87,2021-08-27 04:08:06,2021-08-27 04:08:06 UTC
755,global,Housing,54.55,2021-11-14 00:49:26,2021-11-17 00:49:26 UTC
756,Synergized,Supplements,73.03,2022-02-06 08:28:37,2022-02-07 08:28:37 UTC
757,bandwidth-monitored,Toys,55.23,2021-12-23 00:43:40,2021-12-26 00:43:40 UTC
758,contextually-based,Toys,74.89,2022-01-07 17:22:11,2022-01-07 17:22:11 UTC
759,leading edge,Snack,16.02,2021-12-18 18:26:37,2021-12-21 18:26:37 UTC
760,intermediate,Toys,54.48,2021-12-21 04:40:22,2021-12-24 04:40:22 UTC
761,24/7,Clothes,31.86,2021-03-22 21:53:58,2021-03-23 21:53:58 UTC
762,holistic,Clothes,22.35,2021-07-19 19:11:29,2021-07-19 19:11:29 UTC
763,moderator,Supplements,72.68,2021-08-24 11:56:59,2021-08-27 11:56:59 UTC
764,Re-contextualized,Equipment,6.56,2021-09-05 15:40:11,2021-09-05 15:40:11 UTC
765,holistic,Toys,12.9,2021-03-31 14:04:38,2021-04-03 14:04:38 UTC
766,knowledge user,Toys,40.39,2021-10-05 15:18:14,2021-10-05 15:18:14 UTC
767,non-volatile,Accessory,14.9,2021-04-18 07:19:50,2021-04-18 07:19:50 UTC
768,hierarchy,Equipment,45.34,2022-02-15 18:59:25,2022-02-15 18:59:25 UTC
769,impactful,Toys,19.78,2021-12-31 13:18:28,2021-12-31 13:18:28 UTC
770,bandwidth-monitored,Housing,19.91,2021-12-16 19:20:09,2021-12-17 19:20:09 UTC
771,scalable,Accessory,71.97,2021-07-16 03:53:30,2021-07-16 03:53:30 UTC
772,archive,Snack,22.87,2021-09-15 18:59:57,2021-09-16 18:59:57 UTC
773,Implemented,Snack,30.94,2021-04-18 00:02:41,2021-04-18 00:02:41 UTC
774,Phased,Food,10.24,2021-04-11 03:40:16,2021-04-12 03:40:16 UTC
775,pricing structure,Snack,44.39,2021-08-26 03:53:30,2021-08-26 03:53:30 UTC
776,Inverse,Toys,4.46,2021-05-30 20:51:30,2021-06-02 20:51:30 UTC
777,Distributed,Snack,58.63,2021-03-25 15:56:19,2021-03-27 15:56:19 UTC
778,matrix,Snack,51.24,2021-08-14 07:12:14,2021-08-17 07:12:14 UTC
779,didactic,Equipment,53.8,2021-07-28 13:10:48,2021-07-29 13:10:48 UTC
780,uniform,Supplements,41.37,2021-10-18 07:42:08,2021-10-18 07:42:08 UTC
781,Customizable,Toys,9.95,2021-07-13 21:49:39,2021-07-13 21:49:39 UTC
782,system-worthy,Supplements,58.93,2021-04-08 10:54:50,2021-04-09 10:54:50 UTC
783,toolset,Equipment,15.4,2021-12-04 20:32:05,2021-12-07 20:32:05 UTC
784,tangible,Snack,58.68,2022-01-03 21:06:21,2022-01-04 21:06:21 UTC
785,model,Housing,32.68,2021-03-19 10:52:54,2021-03-20 10:52:54 UTC
786,content-based,Food,24.19,2021-05-01 08:47:48,2021-05-02 08:47:48 UTC
787,Integrated,Grooming,42.54,2021-10-01 22:02:55,2021-10-01 22:02:55 UTC
788,reciprocal,Toys,45.82,2022-01-02 00:05:20,2022-01-02 00:05:20 UTC
789,radical,Clothes,2.53,2022-02-13 03:17:51,2022-02-14 03:17:51 UTC
790,success,Toys,20.98,2021-09-06 00:28:57,2021-09-07 00:28:57 UTC
791,Self-enabling,Bedding,75.41,2022-01-01 20:24:10,2022-01-02 20:24:10 UTC
792,24 hour,Grooming,63.84,2021-06-19 03:25:14,2021-06-20 03:25:14 UTC
793,bottom-line,Toys,6.57,2022-03-08 23:50:53,2022-03-11 23:50:53 UTC
794,success,Housing,14.19,2021-10-25 15:20:06,2021-10-26 15:20:06 UTC
795,3rd generation,Toys,31.43,2021-12-15 19:10:27,2021-12-15 19:10:27 UTC
796,Future-proofed,Medicine,5.93,2021-08-14 19:09:37,2021-08-17 19:09:37 UTC
797,Assimilated,Supplements,28.69,2021-12-06 00:46:44,2021-12-09 00:46:44 UTC
798,approach,Housing,56.61,2021-05-27 03:43:01,2021-05-28 03:43:01 UTC
799,implementation,Snack,3.33,2022-01-16 14:24:00,2022-01-17 14:24:00 UTC
800,tangible,Medicine,27.59,2022-02-10 11:02:01,2022-02-12 11:02:01 UTC
801,superstructure,Accessory,44.4,2021-04-04 03:54:12,2021-04-07 03:54:12 UTC
802,zero defect,Equipment,33.81,2021-04-07 16:30:44,2021-04-07 16:30:44 UTC
803,dedicated,Supplements,16.18,2021-05-22 19:55:01,2021-05-23 19:55:01 UTC
804,hardware,Food,67.64,2021-04-06 19:07:17,2021-04-06 19:07:17 UTC
805,hardware,Food,26.48,2021-07-19 10:51:06,2021-07-20 10:51:06 UTC
806,Down-sized,Accessory,27.37,2021-08-17 22:10:13,2021-08-18 22:10:13 UTC
807,methodology,Housing,3.84,2021-03-27 23:16:05,2021-03-27 23:16:05 UTC
808,system-worthy,Toys,7.7,2021-07-11 18:41:33,2021-07-13 18:41:33 UTC
809,discrete,Accessory,72.2,2022-01-31 11:24:59,2022-01-31 11:24:59 UTC
810,Programmable,Toys,15.05,2021-07-10 00:32:53,2021-07-10 00:32:53 UTC
811,flexibility,Equipment,72.28,2021-07-11 01:04:41,2021-07-11 01:04:41 UTC
812,attitude,Food,75.66,2021-08-04 15:59:16,2021-08-07 15:59:16 UTC
813,hybrid,Medicine,28.27,2021-07-13 09:03:50,2021-07-16 09:03:50 UTC
814,capability,Grooming,60.17,2021-12-05 23:35:44,2021-12-06 23:35:44 UTC
815,hardware,Supplements,18.65,2022-02-26 06:07:25,2022-03-01 06:07:25 UTC
816,intermediate,Toys,58.31,2021-04-25 13:17:57,2021-04-26 13:17:57 UTC
817,static,Supplements,3.74,2021-05-24 09:57:42,2021-05-26 09:57:42 UTC
818,leading edge,Supplements,13.62,2021-12-25 14:40:29,2021-12-26 14:40:29 UTC
819,high-level,Equipment,70.19,2021-11-03 01:01:21,2021-11-06 01:01:21 UTC
820,clear-thinking,Supplements,50.41,2022-02-26 16:37:43,2022-02-26 16:37:43 UTC
821,leverage,Snack,73.0,2021-05-21 16:39:17,2021-05-23 16:39:17 UTC
822,Polarised,Medicine,57.07,2021-06-01 05:26:22,2021-06-03 05:26:22 UTC
823,complexity,Food,19.24,2021-12-14 09:50:29,2021-12-14 09:50:29 UTC
824,service-desk,Food,29.85,2021-08-05 15:30:32,2021-08-06 15:30:32 UTC
825,installation,Equipment,69.89,2021-05-07 21:32:26,2021-05-08 21:32:26 UTC
826,Customizable,Equipment,77.92,2022-01-18 15:06:25,2022-01-21 15:06:25 UTC
827,Optional,Accessory,43.61,2021-03-16 10:43:39,2021-03-16 10:43:39 UTC
828,Integrated,Toys,78.35,2021-10-23 22:12:42,2021-10-24 22:12:42 UTC
829,attitude-oriented,Equipment,72.49,2021-06-14 10:56:43,2021-06-15 10:56:43 UTC
830,knowledge user,Equipment,78.46,2021-06-20 04:19:37,2021-06-20 04:19:37 UTC
831,secondary,Clothes,54.6,2022-01-23 18:40:41,2022-01-26 18:40:41 UTC
832,system engine,Medicine,79.09,2021-06-23 16:07:51,2021-06-24 16:07:51 UTC
833,Realigned,Supplements,59.51,2021-05-07 07:59:38,2021-05-08 07:59:38 UTC
834,Open-architected,Snack,7.08,2022-01-08 05:31:05,2022-01-10 05:31:05 UTC
835,holistic,Food,2.51,2021-12-30 22:37:22,2022-01-02 22:37:22 UTC
836,Streamlined,Accessory,39.98,2021-11-24 13:41:35,2021-11-25 13:41:35 UTC
837,data-warehouse,Snack,35.53,2021-08-14 06:46:46,2021-08-15 06:46:46 UTC
838,website,Supplements,72.51,2021-10-01 05:33:03,2021-10-03 05:33:03 UTC
839,interactive,Toys,37.32,2021-05-23 10:06:41,2021-05-26 10:06:41 UTC
840,adapter,Food,38.83,2021-09-06 15:32:55,2021-09-09 15:32:55 UTC
841,Cross-group,Accessory,78.0,2021-08-30 15:19:40,2021-08-30 15:19:40 UTC
842,utilisation,Medicine,30.73,2021-06-06 22:55:45,2021-06-08 22:55:45 UTC
843,Reverse-engineered,Equipment,12.68,2021-08-01 21:40:36,2021-08-03 21:40:36 UTC
844,hierarchy,Bedding,68.71,2021-06-29 13:23:11,2021-06-29 13:23:11 UTC
845,regional,Snack,61.46,2021-08-13 11:26:37,2021-08-13 11:26:37 UTC
846,value-added,Grooming,21.49,2021-08-09 06:40:24,2021-08-10 06:40:24 UTC
847,content-based,Supplements,30.61,2021-06-16 02:04:48,2021-06-17 02:04:48 UTC
848,capability,Grooming,60.07,2022-01-10 22:41:28,2022-01-13 22:41:28 UTC
849,content-based,Toys,51.17,2021-12-14 09:36:11,2021-12-15 09:36:11 UTC
850,protocol,Medicine,35.08,2021-10-29 15:44:18,2021-11-01 15:44:18 UTC
851,leading edge,Snack,60.95,2021-10-06 15:50:38,2021-10-06 15:50:38 UTC
852,emulation,Accessory,38.01,2021-09-16 03:01:42,2021-09-16 03:01:42 UTC
853,hub,Food,4.0,2022-03-06 20:31:21,2022-03-08 20:31:21 UTC
854,portal,Toys,24.77,2021-05-16 19:02:57,2021-05-19 19:02:57 UTC
855,Expanded,Equipment,31.75,2021-11-18 00:46:34,2021-11-21 00:46:34 UTC
856,local,Toys,8.09,2021-04-17 04:47:08,2021-04-18 04:47:08 UTC
857,instruction set,Equipment,43.56,2021-04-04 22:46:44,2021-04-06 22:46:44 UTC
858,contingency,Medicine,25.24,2022-03-06 14:34:15,2022-03-09 14:34:15 UTC
859,capability,Bedding,70.31,2021-12-24 13:35:35,2021-12-25 13:35:35 UTC
860,fresh-thinking,Equipment,36.23,2021-06-28 15:17:30,2021-07-01 15:17:30 UTC
861,implementation,Equipment,33.71,2021-04-11 08:50:46,2021-04-14 08:50:46 UTC
862,Multi-layered,Clothes,64.11,2021-07-02 12:58:11,2021-07-03 12:58:11 UTC
863,Seamless,Equipment,71.33,2021-12-24 06:37:50,2021-12-25 06:37:50 UTC
864,exuding,Snack,54.35,2021-09-03 03:38:27,2021-09-06 03:38:27 UTC
865,tertiary,Toys,37.53,2021-06-22 09:26:17,2021-06-22 09:26:17 UTC
866,well-modulated,Snack,23.95,2021-03-23 19:32:33,2021-03-23 19:32:33 UTC
867,analyzer,Supplements,77.31,2021-09-17 19:25:03,2021-09-17 19:25:03 UTC
868,matrices,Toys,61.01,2021-03-11 03:00:54,2021-03-13 03:00:54 UTC
869,Ameliorated,Supplements,61.67,2021-06-06 18:32:20,2021-06-08 18:32:20 UTC
870,structure,Snack,63.98,2021-06-05 06:38:21,2021-06-08 06:38:21 UTC
871,solution,Food,29.89,2022-02-11 12:46:12,2022-02-13 12:46:12 UTC
872,Multi-channelled,Housing,46.3,2021-11-23 19:47:21,2021-11-23 19:47:21 UTC
873,toolset,Toys,42.64,2021-10-24 12:32:30,2021-10-25 12:32:30 UTC
874,asymmetric,Supplements,29.24,2021-03-18 08:58:26,2021-03-19 08:58:26 UTC
875,initiative,Equipment,65.53,2021-12-23 00:26:10,2021-12-23 00:26:10 UTC
876,service-desk,Medicine,21.8,2021-09-29 14:29:46,2021-10-02 14:29:46 UTC
877,Face to face,Bedding,17.23,2022-02-19 01:45:11,2022-02-21 01:45:11 UTC
878,local,Snack,18.92,2021-05-20 04:42:24,2021-05-22 04:42:24 UTC
879,Multi-layered,Medicine,59.44,2021-03-13 18:11:37,2021-03-14 18:11:37 UTC
880,Face to face,Toys,36.5,2021-12-30 20:04:43,2022-01-02 20:04:43 UTC
881,secondary,Equipment,49.78,2021-06-30 18:45:08,2021-07-01 18:45:08 UTC
882,6th generation,Food,17.42,2021-08-03 14:55:48,2021-08-04 14:55:48 UTC
883,framework,Clothes,69.23,2021-11-12 23:20:55,2021-11-13 23:20:55 UTC
884,definition,Food,76.73,2021-11-20 12:37:26,2021-11-23 12:37:26 UTC
885,Profit-focused,Toys,34.24,2021-09-22 23:30:01,2021-09-23 23:30:01 UTC
886,secured line,Clothes,63.87,2022-02-24 20:33:18,2022-02-24 20:33:18 UTC
887,Configurable,Equipment,16.11,2021-04-20 07:50:11,2021-04-22 07:50:11 UTC
888,transitional,Supplements,8.96,2021-08-09 08:06:54,2021-08-10 08:06:54 UTC
889,Distributed,Equipment,67.57,2021-03-25 10:40:36,2021-03-26 10:40:36 UTC
890,moderator,Medicine,74.63,2022-01-12 09:09:07,2022-01-14 09:09:07 UTC
891,next generation,Snack,7.4,2022-01-18 15:30:44,2022-01-19 15:30:44 UTC
892,definition,Snack,15.06,2021-05-08 20:11:12,2021-05-09 20:11:12 UTC
893,Right-sized,Grooming,60.66,2021-06-08 03:18:46,2021-06-09 03:18:46 UTC
894,Stand-alone,Equipment,48.05,2021-10-21 16:33:08,2021-10-22 16:33:08 UTC
895,clear-thinking,Bedding,34.86,2021-11-09 09:53:46,2021-11-09 09:53:46 UTC
896,responsive,Medicine,18.49,2021-07-14 13:38:19,2021-07-16 13:38:19 UTC
897,Progressive,Snack,19.81,2021-04-10 22:28:42,2021-04-10 22:28:42 UTC
898,Re-contextualized,Equipment,42.93,2021-10-28 11:39:46,2021-10-31 11:39:46 UTC
899,Visionary,Medicine,8.78,2021-11-17 02:30:03,2021-11-17 02:30:03 UTC
900,workforce,Grooming,52.86,2022-03-02 02:36:16,2022-03-03 02:36:16 UTC
901,non-volatile,Medicine,42.68,2021-12-17 07:45:59,2021-12-17 07:45:59 UTC
902,User-centric,Snack,21.1,2022-01-24 04:31:30,2022-01-27 04:31:30 UTC
903,groupware,Supplements,78.4,2021-05-04 04:57:46,2021-05-06 04:57:46 UTC
904,human-resource,Supplements,28.67,2021-07-19 13:43:36,2021-07-22 13:43:36 UTC
905,function,Equipment,27.01,2021-11-17 21:23:11,2021-11-19 21:23:11 UTC
906,Exclusive,Equipment,32.54,2021-07-01 23:47:54,2021-07-03 23:47:54 UTC
907,encompassing,Food,56.68,2022-02-18 06:53:42,2022-02-21 06:53:42 UTC
908,Profit-focused,Clothes,17.53,2021-08-07 02:42:37,2021-08-09 02:42:37 UTC
909,Secured,Housing,52.21,2021-12-13 21:55:04,2021-12-15 21:55:04 UTC
910,local area network,Snack,22.64,2021-09-10 21:30:28,2021-09-12 21:30:28 UTC
911,Right-sized,Supplements,70.42,2022-02-07 19:35:42,2022-02-08 19:35:42 UTC
912,Team-oriented,Accessory,22.9,2021-06-17 15:26:03,2021-06-20 15:26:03 UTC
913,hub,Grooming,59.75,2021-05-28 09:49:15,2021-05-28 09:49:15 UTC
914,migration,Supplements,29.81,2021-08-31 21:33:26,2021-09-03 21:33:26 UTC
915,incremental,Food,74.38,2021-08-02 04:02:36,2021-08-02 04:02:36 UTC
916,Graphic Interface,Toys,17.93,2021-05-02 23:19:31,2021-05-05 23:19:31 UTC
917,solution,Toys,59.95,2021-03-13 10:01:42,2021-03-13 10:01:42 UTC
918,systematic,Snack,18.5,2021-10-03 00:17:26,2021-10-03 00:17:26 UTC
919,standardization,Supplements,52.03,2021-10-10 23:37:00,2021-10-11 23:37:00 UTC
920,Virtual,Bedding,18.41,2021-06-25 08:31:05,2021-06-27 08:31:05 UTC
921,foreground,Snack,23.24,2021-03-31 05:42:33,2021-04-01 05:42:33 UTC
922,Enhanced,Housing,61.12,2021-07-21 11:53:39,2021-07-23 11:53:39 UTC
923,database,Housing,29.03,2021-05-25 09:38:45,2021-05-26 09:38:45 UTC
924,Streamlined,Toys,9.5,2021-06-15 10:45:41,2021-06-15 10:45:41 UTC
