pk,purchase_fk,item_fk,quantity
46285,6246,521,11
46286,24787,895,12
46287,9110,12,14
46288,16300,626,8
46289,18356,203,11
46290,19818,92,14
46291,4481,423,8
46292,8188,155,14
46293,16247,96,17
46294,4918,573,13
46295,21381,183,13
46296,19365,159,6
46297,22750,874,5
46298,1131,311,10
46299,5913,982,6
46300,5463,165,6
46301,19952,797,17
46302,20195,692,3
46303,18627,832,17
46304,5907,262,7
46305,4572,207,1
46306,17463,628,12
46307,20452,763,7
46308,395,454,7
46309,25273,780,15
46310,23046,286,10
46311,27443,715,9
46312,22078,185,3
46313,21249,337,17
46314,19416,996,14
46315,6459,17,12
46316,25353,983,10
46317,22266,621,4
46318,14919,681,2
46319,6039,1020,4
46320,26149,845,8
46321,7067,403,9
46322,15207,872,11
46323,17973,253,17
46324,7613,754,7
46325,5651,479,1
46326,9958,115,10
46327,14458,979,15
46328,3448,368,12
46329,12070,487,15
46330,14725,598,16
46331,19685,444,14
46332,18391,315,17
46333,25060,73,2
46334,19830,576,13
46335,24645,305,13
46336,20919,439,15
46337,505,6,6
46338,15873,98,10
46339,8075,1000,2
46340,4611,539,11
46341,25934,847,7
46342,23052,1022,4
46343,26792,538,3
46344,320,688,12
46345,5051,511,11
46346,27891,323,10
46347,16173,868,11
46348,2551,270,17
46349,23884,57,7
46350,9347,301,8
46351,14396,909,7
46352,14011,581,11
46353,27601,151,16
46354,18415,796,3
46355,27787,344,5
46356,13290,564,10
46357,13954,402,13
46358,15381,348,7
46359,21205,222,16
46360,3880,935,7
46361,24147,732,17
46362,27478,321,12
46363,7951,103,6
46364,24841,83,3
46365,15059,114,11
46366,5669,886,16
46367,13113,894,14
46368,16413,334,9
46369,12261,126,14
46370,25883,741,2
46371,8376,697,11
46372,9823,133,8
46373,939,36,7
46374,6704,723,10
46375,9074,739,12
46376,22943,980,2
46377,10121,260,5
46378,21756,940,17
46379,4919,100,10
46380,7658,833,2
46381,2445,58,9
46382,11859,41,7
46383,2076,186,9
46384,1885,360,8
46385,25449,883,1
46386,23482,647,8
46387,4250,24,9
46388,19138,255,4
46389,11337,937,2
46390,2516,327,11
46391,9102,86,11
46392,10010,902,4
46393,6241,272,14
46394,22443,256,17
46395,24215,906,14
46396,9700,390,8
46397,15421,214,6
46398,14532,618,11
46399,21757,699,3
46400,14526,998,2
46401,25104,72,1
46402,19298,756,7
46403,1958,831,1
46404,18800,680,13
46405,3030,239,6
46406,9310,65,3
46407,15628,657,6
46408,3777,630,2
46409,21809,330,16
46410,16511,541,3
46411,5403,555,10
46412,14751,782,7
46413,1779,77,5
46414,6559,789,13
46415,26651,31,10
46416,6032,820,9
46417,24277,818,7
46418,17255,566,10
46419,9714,836,13
46420,12997,450,4
46421,25306,891,4
46422,23224,1010,3
46423,26410,375,8
46424,19872,14,4
46425,4873,107,5
46426,25660,120,3
46427,23168,312,10
46428,22526,448,11
46429,3539,44,2
46430,15084,477,8
46431,19104,664,5
46432,7543,579,15
46433,1186,175,4
46434,3190,619,10
46435,8048,829,1
46436,8175,560,1
46437,6414,295,16
46438,350,556,1
46439,19495,89,9
46440,12761,394,11
46441,23798,281,7
46442,13029,929,17
46443,15334,215,9
46444,8737,154,1
46445,4360,899,2
46446,28126,385,17
46447,20354,553,5
46448,12278,964,5
46449,3203,447,14
46450,18112,858,5
46451,10379,866,14
46452,11010,734,9
46453,23298,277,12
46454,23293,678,10
46455,20430,333,9
46456,3698,51,4
46457,28132,932,5
46458,2415,371,16
46459,8426,404,1
46460,1262,850,7
46461,22515,972,12
46462,22468,695,1
46463,22135,324,13
46464,4885,433,5
46465,21178,561,17
46466,5284,585,17
46467,12880,942,3
46468,10350,926,4
46469,5054,370,17
46470,22650,123,7
46471,9695,339,16
46472,9206,204,16
46473,13417,923,4
46474,2769,991,6
46475,17805,474,8
46476,413,499,17
46477,7911,267,9
46478,12466,177,10
46479,5717,862,2
46480,27060,254,16
46481,120,167,4
46482,19544,791,13
46483,396,328,9
46484,14367,839,15
46485,24476,951,2
46486,22317,704,3
46487,11267,173,1
46488,5726,854,1
46489,25489,443,11
46490,266,599,9
46491,290,615,9
46492,25493,892,7
46493,3378,591,11
46494,4645,691,2
46495,11343,928,5
46496,3401,766,1
46497,25471,1019,1
46498,21055,783,9
46499,1787,685,8
46500,7771,693,15
46501,24329,1004,12
46502,591,889,15
46503,1916,246,12
46504,26240,106,13
46505,23015,946,16
46506,11877,8,10
46507,6349,264,11
46508,6025,243,11
46509,24726,95,9
46510,23751,978,4
46511,22991,383,7
46512,19421,597,6
46513,27381,199,17
46514,4583,53,6
46515,21786,1018,13
46516,18809,636,14
46517,24534,853,8
46518,6321,803,11
46519,18829,311,15
46520,5714,949,13
46521,13252,478,1
46522,11606,231,17
46523,7791,1018,3
46524,3990,959,16
46525,13034,248,9
46526,24822,954,3
46527,21870,187,3
46528,9346,339,1
46529,22521,612,14
46530,25758,31,3
46531,23235,988,4
46532,20918,653,8
46533,10163,358,6
46534,5086,456,16
46535,21938,316,12
46536,9221,131,7
46537,445,597,2
46538,13295,355,8
46539,14665,1016,13
46540,10592,371,1
46541,27790,390,11
46542,27487,147,13
46543,24279,641,14
46544,10078,575,6
46545,467,446,6
46546,16307,181,12
46547,24132,929,3
46548,300,264,16
46549,2785,709,12
46550,1362,440,8
46551,8421,495,10
46552,70,27,7
46553,13394,739,3
46554,22791,862,17
46555,19120,309,5
46556,16932,472,5
46557,14689,357,4
46558,28147,216,7
46559,7425,3,11
46560,4283,94,6
46561,21448,890,2
46562,6366,366,17
46563,19312,299,5
46564,7178,79,12
46565,15812,435,7
46566,27340,611,6
46567,731,879,15
46568,26674,885,10
46569,20537,706,15
46570,10522,869,5
46571,21811,806,14
46572,25155,791,7
46573,6534,276,9
46574,13070,834,7
46575,8498,953,2
46576,23447,37,5
46577,6988,237,1
46578,5058,613,7
46579,6795,130,2
46580,17831,215,10
46581,19941,350,6
46582,1841,82,5
46583,8941,208,13
46584,4766,489,1
46585,27771,964,4
46586,17098,100,3
46587,15910,946,10
46588,24192,821,14
46589,11944,1021,16
46590,16675,711,4
46591,18236,918,8
46592,19321,74,7
46593,8632,458,3
46594,2626,59,2
46595,17006,62,12
46596,5055,690,10
46597,798,561,14
46598,16454,330,14
46599,10366,448,14
46600,24871,549,12
46601,24640,839,5
46602,18992,747,9
46603,18361,58,4
46604,25522,134,6
46605,6067,194,9
46606,17683,832,8
46607,24033,992,8
46608,13073,736,3
46609,13097,253,14
46610,10907,957,11
46611,13054,754,16
46612,3258,421,8
46613,16114,352,12
46614,20694,389,12
46615,3951,908,5
46616,16329,441,16
46617,25339,898,1
46618,25092,261,2
46619,11434,199,7
46620,20563,201,3
46621,19628,35,17
46622,8446,841,5
46623,2942,559,3
46624,15099,77,14
46625,22119,775,9
46626,9968,956,9
46627,7508,461,7
46628,13731,282,3
46629,25221,669,11
46630,19174,678,5
46631,440,66,12
46632,7701,127,8
46633,4874,942,5
46634,16888,408,16
46635,10136,604,17
46636,19690,667,7
46637,10877,279,7
46638,18692,6,13
46639,15373,592,17
46640,18359,40,13
46641,15437,717,15
46642,22409,124,1
46643,4410,691,16
46644,11039,165,10
46645,12827,833,10
46646,6278,741,14
46647,2737,779,6
46648,13717,417,5
46649,21426,543,13
46650,6454,1003,17
46651,21923,86,5
46652,17287,1006,17
46653,8682,365,6
46654,5102,820,5
46655,10405,998,16
46656,14696,427,8
46657,12357,157,11
46658,1843,485,17
46659,7923,30,11
46660,1978,265,15
46661,26960,829,4
46662,2486,662,17
46663,9474,744,5
46664,24628,761,10
46665,4028,376,5
46666,1983,738,17
46667,17708,622,10
46668,3581,57,15
46669,26241,551,8
46670,13328,648,9
46671,13098,892,8
46672,17242,377,8
46673,17452,1007,11
46674,1144,401,3
46675,16651,866,13
46676,21138,161,9
46677,23589,53,17
46678,1575,859,6
46679,10103,362,1
46680,27343,1027,4
46681,21693,356,1
46682,26276,1012,4
46683,27629,781,11
46684,24247,840,10
46685,18131,860,15
46686,13651,4,14
46687,26235,631,4
46688,13820,666,6
46689,2319,804,17
46690,13367,24,9
46691,1163,920,7
46692,16419,851,8
46693,7347,926,16
46694,2404,13,14
46695,22834,277,15
46696,22790,425,15
46697,4024,529,10
46698,63,293,8
46699,18238,298,8
46700,11672,914,10
46701,20390,262,6
46702,19619,510,3
46703,7426,75,1
46704,12481,477,2
46705,11193,958,16
46706,22056,119,2
46707,18736,494,3
46708,26731,854,17
46709,223,508,8
46710,4366,267,9
46711,8472,91,14
46712,8573,320,11
46713,3713,777,1
46714,16113,786,3
46715,21258,302,2
46716,23582,899,17
46717,12895,809,17
46718,19888,873,12
46719,19715,924,5
46720,15906,87,1
46721,7685,384,15
46722,7960,1022,3
46723,18419,727,5
46724,2620,726,6
46725,687,626,3
46726,12272,742,13
46727,18011,360,12
46728,25098,603,16
46729,22963,973,16
46730,11457,46,10
46731,6710,61,13
46732,3706,281,5
46733,8383,843,3
46734,8478,660,5
46735,24013,455,10
46736,3664,977,17
46737,24428,983,9
46738,4669,542,13
46739,240,387,8
46740,20868,633,12
46741,20141,467,16
46742,521,537,1
46743,2173,694,8
46744,15852,72,6
46745,14590,610,13
46746,5983,369,1
46747,24797,238,1
46748,8503,643,4
46749,21656,239,9
46750,12165,342,14
46751,14502,334,14
46752,18926,857,5
46753,21746,758,10
46754,4555,295,3
46755,18024,796,2
46756,8673,658,6
46757,5927,628,15
46758,9217,1019,14
46759,10548,500,1
46760,23604,211,16
46761,19672,865,9
46762,8130,664,12
46763,23617,671,2
46764,16512,896,10
46765,2547,493,2
46766,8702,9,15
46767,4716,197,14
46768,13627,50,9
46769,635,1000,8
46770,942,654,15
46771,7787,564,17
46772,4232,1014,15
46773,19225,404,16
46774,3462,682,2
46775,14669,673,5
46776,10684,378,4
46777,17269,17,3
46778,16628,827,15
46779,18500,343,11
46780,13098,789,17
46781,93,180,13
46782,23898,145,3
46783,22742,306,12
46784,17312,749,12
46785,2197,247,12
46786,2068,410,10
46787,2247,728,15
46788,20626,938,3
46789,23922,732,8
46790,22704,447,4
46791,16259,125,11
46792,1210,595,11
46793,17444,64,7
46794,872,760,4
46795,21736,696,5
46796,6778,69,16
46797,23955,925,4
46798,24463,650,9
46799,19960,714,9
46800,18570,11,7
46801,27907,328,12
46802,1993,85,4
46803,19559,539,10
46804,9459,15,11
46805,14397,177,7
46806,10320,481,3
46807,21327,993,17
46808,8585,534,6
46809,25272,36,6
46810,2688,745,9
46811,387,647,4
46812,25550,396,15
46813,24890,813,14
46814,23125,186,16
46815,26617,192,8
46816,21154,766,2
46817,16932,901,11
46818,11555,240,15
46819,12125,524,16
46820,3489,263,17
46821,3297,164,9
46822,2753,545,12
46823,16882,102,12
46824,18656,70,12
46825,2471,202,13
46826,2633,25,16
46827,12207,632,3
46828,9479,422,16
46829,22798,419,3
46830,26165,116,12
46831,9405,398,8
46832,16682,305,1
46833,17177,171,1
46834,27601,391,15
46835,2009,516,15
46836,8543,702,10
46837,19393,950,5
46838,8997,731,10
46839,1917,1024,10
46840,14501,88,8
46841,10238,812,16
46842,20684,120,2
46843,27361,204,6
46844,18161,117,10
46845,7925,919,5
46846,24872,409,10
46847,213,520,11
46848,3321,206,5
46849,12267,692,14
46850,25964,969,3
46851,1180,986,12
46852,20135,897,9
46853,20978,756,7
46854,25604,1029,7
46855,17777,65,11
46856,21275,454,10
46857,10626,48,7
46858,12217,569,2
46859,24229,723,14
46860,9522,149,12
46861,18765,112,4
46862,21010,944,16
46863,4433,912,13
46864,22192,933,4
46865,23692,51,12
46866,1214,735,7
46867,27667,522,3
46868,23528,645,6
46869,11150,581,1
46870,17890,509,9
46871,19614,721,9
46872,162,675,14
46873,8499,106,15
46874,19124,26,10
46875,5678,606,1
46876,11389,629,17
46877,22795,28,14
46878,22649,871,11
46879,25329,81,16
46880,12671,414,16
46881,3930,220,10
46882,17657,975,16
46883,18565,227,1
46884,27661,307,10
46885,17685,951,7
46886,7982,750,13
46887,21880,372,4
46888,5305,256,10
46889,27880,480,8
46890,288,502,4
46891,5817,533,10
46892,4695,153,8
46893,5920,321,9
46894,1746,400,16
46895,26803,22,17
46896,17868,743,16
46897,12520,259,11
46898,12917,218,2
46899,27380,226,14
46900,23094,688,4
46901,28094,491,8
46902,21928,1020,7
46903,9694,407,15
46904,22543,763,2
46905,9796,325,15
46906,20959,368,9
46907,6063,460,7
46908,28205,536,15
46909,17491,928,2
46910,9088,324,1
46911,26000,764,11
46912,5571,556,1
46913,22217,29,13
46914,2908,994,10
46915,25055,532,11
46916,4736,600,1
46917,21407,832,2
46918,27589,172,15
46919,19200,955,9
46920,21984,711,10
46921,16471,619,13
46922,20041,165,1
46923,25180,370,2
46924,19874,296,1
46925,27966,1008,5
46926,518,8,5
46927,17219,564,4
46928,16918,646,14
46929,6196,959,8
46930,287,653,12
46931,14977,530,2
46932,19774,105,13
46933,22236,127,3
46934,13472,867,1
46935,2374,188,11
46936,19265,556,2
46937,26375,126,10
46938,19923,934,14
46939,8822,509,6
46940,4883,947,8
46941,24119,286,11
46942,8507,849,4
46943,22436,946,13
46944,7080,170,2
46945,6538,1010,15
46946,6197,760,8
46947,1065,852,4
46948,20060,294,5
46949,12346,767,5
46950,13208,345,3
46951,18010,683,10
46952,13111,533,13
46953,13224,173,1
46954,21815,601,8
46955,15589,441,16
46956,10712,211,16
46957,3308,410,12
46958,23549,21,4
46959,4225,116,17
46960,13930,944,9
46961,16126,630,16
46962,4958,631,1
46963,1015,611,15
46964,26859,83,5
46965,242,515,6
46966,19942,210,15
46967,24483,147,15
46968,17566,70,14
46969,26676,449,3
46970,23161,826,13
46971,22442,298,13
46972,10340,763,1
46973,7988,398,5
46974,23559,4,3
46975,22246,486,3
46976,8039,226,10
46977,159,426,1
46978,25904,96,1
46979,3746,566,13
46980,2319,834,15
46981,23476,250,14
46982,24147,446,9
46983,26018,350,2
46984,20729,746,1
46985,9970,187,13
46986,9367,139,11
46987,22260,163,15
46988,28110,639,10
46989,21668,794,14
46990,23843,458,6
46991,10065,945,15
46992,26009,304,5
46993,18460,256,10
46994,185,620,2
46995,10631,315,14
46996,6421,696,17
46997,11599,597,5
46998,22371,92,1
46999,3093,437,16
47000,27492,376,16
47001,7102,319,8
47002,7411,777,3
47003,1349,555,8
47004,11878,305,6
47005,21644,71,17
47006,17210,507,2
47007,12890,354,17
47008,16625,569,1
47009,11477,593,9
47010,25459,640,9
47011,22895,575,13
47012,6993,907,17
47013,6972,397,5
47014,9343,11,6
47015,9485,181,9
47016,12402,705,17
47017,621,936,16
47018,9831,295,1
47019,15782,738,15
47020,19867,439,7
47021,15924,905,1
47022,20044,803,7
47023,17066,1017,3
47024,13252,121,6
47025,20201,596,10
47026,22926,1022,15
47027,9120,843,6
47028,20479,290,8
47029,15162,216,16
47030,17,401,3
47031,7166,932,14
47032,26540,260,4
47033,20760,122,7
47034,11732,415,11
47035,9136,504,13
47036,11932,802,10
47037,1954,785,4
47038,23372,393,3
47039,11082,795,11
47040,331,333,12
47041,11946,590,1
47042,18495,444,11
47043,26079,59,15
47044,8103,1018,13
47045,4035,88,12
47046,10534,920,5
47047,16100,479,8
47048,14919,359,6
47049,9978,150,17
47050,23831,73,11
47051,24444,388,8
47052,27578,908,4
47053,20441,612,16
47054,9520,476,9
47055,4424,153,7
47056,14347,1015,17
47057,9000,780,4
47058,6158,863,17
47059,9609,267,9
47060,6749,309,1
47061,21506,731,4
47062,5767,645,17
47063,21638,378,17
47064,21898,492,11
47065,2757,978,6
47066,19928,414,7
47067,9673,456,10
47068,21471,443,10
47069,9601,340,4
47070,1728,369,15
47071,20678,845,10
47072,2709,49,1
47073,27262,78,2
47074,25002,335,14
47075,18047,240,14
47076,25745,979,15
47077,203,487,7
47078,6281,856,1
47079,16163,836,14
47080,17771,46,5
47081,6082,101,4
47082,21093,894,14
47083,11589,209,3
47084,18128,72,10
47085,770,750,2
47086,18379,841,5
47087,14064,176,16
47088,24594,648,15
47089,23521,483,12
47090,5400,527,14
47091,17147,322,2
47092,23757,201,1
47093,23900,47,3
47094,1386,768,11
47095,1987,110,15
47096,8823,911,2
47097,24283,407,2
47098,25137,38,14
47099,21223,548,4
47100,17616,888,16
47101,21549,965,11
47102,19611,833,17
47103,6005,63,3
47104,14995,364,14
47105,10873,865,13
47106,2846,245,4
47107,21992,129,4
47108,24623,749,3
47109,25916,356,3
47110,12753,960,11
47111,9659,701,16
47112,19567,623,16
47113,17488,435,4
47114,1431,682,12
47115,8479,429,2
47116,5784,183,10
47117,22818,538,1
47118,21738,17,16
47119,9690,822,17
47120,16955,438,2
47121,6575,713,3
47122,4824,876,17
47123,15576,502,7
47124,8132,416,17
47125,25920,50,9
47126,10621,1002,1
47127,19817,608,9
47128,27166,482,5
47129,28235,10,14
47130,18993,571,11
47131,1242,221,1
47132,5030,744,11
47133,25818,1005,13
47134,14398,882,9
47135,157,453,13
47136,9138,821,7
47137,27310,175,6
47138,11345,667,9
47139,5963,827,2
47140,23175,862,12
47141,11430,421,2
47142,25711,717,10
47143,7907,271,10
47144,457,93,8
47145,27104,521,11
47146,16184,5,9
47147,3773,334,1
47148,27835,501,10
47149,10558,111,11
47150,13324,582,14
47151,21774,806,4
47152,3857,650,10
47153,27795,45,3
47154,12011,62,16
47155,16711,119,6
47156,14410,618,12
47157,14076,1,6
47158,11511,835,2
47159,7477,550,16
47160,23600,935,8
47161,20691,312,1
47162,6401,598,3
47163,28228,709,12
47164,2208,981,15
47165,4868,125,12
47166,6588,831,17
47167,16008,916,13
47168,26367,950,12
47169,20715,190,12
47170,3832,141,1
47171,4667,1019,8
47172,735,895,9
47173,26076,136,5
47174,24117,1006,2
47175,25488,303,9
47176,9334,953,8
47177,20474,842,16
47178,26962,634,16
47179,21451,962,9
47180,1080,66,9
47181,22384,128,10
47182,22079,1013,14
47183,239,169,9
47184,27751,158,15
47185,23621,42,10
47186,23167,869,5
47187,4827,866,7
47188,3557,252,15
47189,1084,588,15
47190,1939,808,13
47191,17087,594,2
47192,21591,391,4
47193,27263,79,5
47194,24613,977,2
47195,27255,257,12
47196,11199,872,8
47197,2942,662,8
47198,17027,980,15
47199,4907,889,9
47200,23441,344,4
47201,8281,159,3
47202,13392,29,12
47203,1096,868,17
47204,15617,726,9
47205,3422,454,14
47206,9037,337,10
47207,26753,500,17
47208,4816,18,2
47209,13494,25,11
47210,5866,460,3
47211,14040,677,6
47212,18688,694,9
47213,25423,735,11
47214,27941,57,8
47215,23493,389,7
47216,3590,854,13
47217,26732,51,17
47218,6764,91,2
47219,20182,751,7
47220,12014,82,13
47221,18541,53,4
47222,10983,253,17
47223,19838,823,13
47224,7224,915,2
47225,7483,610,10
47226,26653,933,12
47227,1902,937,1
47228,2342,855,12
47229,5290,495,7
47230,24244,1028,16
47231,19578,35,12
47232,25754,418,16
47233,25062,306,14
47234,15458,514,14
47235,27486,890,7
47236,13634,679,15
47237,3527,44,15
47238,9091,331,5
47239,6183,1027,5
47240,22584,766,3
47241,5973,162,11
47242,4095,222,14
47243,4815,668,13
47244,25821,781,2
47245,19907,748,1
47246,15013,684,16
47247,26396,428,17
47248,25068,34,2
47249,25516,518,8
47250,3617,974,12
47251,9757,327,12
47252,9477,399,12
47253,13399,617,14
47254,11071,614,10
47255,691,255,10
47256,23695,157,15
47257,5491,770,14
47258,15659,999,1
47259,27692,906,3
47260,19829,382,14
47261,22469,258,4
47262,20127,24,13
47263,22255,431,7
47264,2924,406,11
47265,5345,149,4
47266,23422,1025,6
47267,2705,651,9
47268,12438,419,10
47269,10741,591,4
47270,18966,68,13
47271,22050,988,14
47272,14035,925,2
47273,20738,565,2
47274,25274,558,11
47275,4684,409,3
47276,19783,774,8
47277,11454,991,17
47278,21783,234,3
47279,15778,627,16
47280,10691,347,17
47281,733,52,6
47282,13610,824,8
47283,7144,714,10
47284,21154,208,6
47285,13643,177,16
47286,7017,741,8
47287,19119,470,17
47288,18017,481,5
47289,11812,13,4
47290,151,67,4
47291,1644,560,17
47292,6472,387,6
47293,14020,626,11
47294,12612,580,8
47295,23546,523,9
47296,6744,22,6
47297,20458,604,3
47298,27892,357,12
47299,24291,704,8
47300,5052,678,6
47301,15225,503,15
47302,23687,227,8
47303,5482,832,6
47304,7956,63,4
47305,17847,202,3
47306,24990,568,8
47307,13054,34,10
47308,12010,188,9
47309,2193,599,9
47310,3446,742,14
47311,2252,510,7
47312,11728,606,13
47313,20268,690,17
47314,4734,564,17
47315,6004,1025,11
47316,3556,689,10
47317,21320,442,3
47318,16021,216,7
47319,12459,317,12
47320,13441,125,12
47321,18669,817,6
47322,13485,947,2
47323,19517,329,6
47324,19544,218,16
47325,5247,51,8
47326,4808,800,3
47327,19569,307,11
47328,16804,956,3
47329,11725,936,11
47330,15486,363,14
47331,11400,744,15
47332,18197,9,15
47333,18674,781,12
47334,11443,865,13
47335,7108,490,15
47336,20661,78,5
47337,19699,480,15
47338,26185,851,2
47339,11552,933,10
47340,11234,845,3
47341,24369,430,15
47342,4092,369,1
47343,3678,258,17
47344,4567,372,1
47345,24358,288,6
47346,10042,954,9
47347,23493,135,13
47348,13713,777,15
47349,27662,771,2
47350,2381,293,7
47351,21991,573,4
47352,17692,613,8
47353,23488,622,3
47354,6840,104,11
47355,3277,995,14
47356,7961,507,9
47357,14153,920,4
47358,25435,25,8
47359,25827,134,1
47360,21971,409,11
47361,17752,628,7
47362,19237,426,9
47363,17310,919,3
47364,2994,855,7
47365,7659,609,11
47366,13630,401,5
47367,12215,93,15
47368,13672,677,5
47369,15680,326,15
47370,2356,650,3
47371,6599,644,16
47372,12370,264,4
47373,9661,743,11
47374,22301,857,10
47375,845,765,15
47376,17328,907,16
47377,12852,567,12
47378,21038,21,1
47379,2907,587,14
47380,6665,238,3
47381,5928,981,7
47382,18718,407,5
47383,5864,875,6
47384,1402,186,16
47385,5308,632,12
47386,14487,268,16
47387,14643,226,13
47388,18799,525,8
47389,22726,891,16
47390,774,1007,3
47391,7719,247,15
47392,10035,333,15
47393,8883,918,16
47394,21986,77,4
47395,26958,576,9
47396,9939,459,1
47397,23756,222,1
47398,19704,11,1
47399,3021,248,7
47400,14249,23,13
47401,25150,64,1
47402,15292,481,1
47403,26495,141,16
47404,8858,699,6
47405,20443,524,4
47406,11637,529,17
47407,17974,1013,17
47408,13609,878,12
47409,22863,560,1
47410,17729,688,1
47411,21087,80,14
47412,28181,923,11
47413,1504,45,16
47414,21120,147,9
47415,18332,365,3
47416,15797,830,1
47417,20725,425,2
47418,18529,52,10
47419,1894,608,16
47420,22106,128,9
47421,8679,275,17
47422,2775,847,12
47423,10795,949,6
47424,19672,447,5
47425,14963,506,16
47426,11604,906,4
47427,6277,212,9
47428,11492,98,13
47429,17101,142,4
47430,14952,374,11
47431,26203,974,5
47432,13684,752,9
47433,2686,375,7
47434,10988,664,14
47435,7550,581,12
47436,1702,195,9
47437,27828,600,14
47438,19380,444,12
47439,11653,803,12
47440,8938,1005,13
47441,5589,932,7
47442,13125,876,2
47443,1730,431,4
47444,24681,338,16
47445,25008,739,10
47446,11073,607,9
47447,23369,558,2
47448,15126,670,9
47449,8213,385,2
47450,6103,563,3
47451,20503,716,14
47452,25334,597,16
47453,4696,429,7
47454,12678,438,12
47455,19533,687,6
47456,24944,686,4
47457,11033,580,3
47458,1534,105,2
47459,530,205,8
47460,7318,678,16
47461,21937,959,9
47462,25939,197,2
47463,2626,240,4
47464,18543,527,9
47465,1734,725,11
47466,8291,224,15
47467,23426,813,10
47468,16949,339,12
47469,1132,750,1
47470,798,740,16
47471,4519,112,16
47472,19305,514,15
47473,13483,753,10
47474,21638,102,3
47475,8553,109,17
47476,19920,456,12
47477,25942,345,4
47478,21055,482,11
47479,22276,131,4
47480,4652,727,12
47481,17779,799,3
47482,6660,388,15
47483,16025,280,5
47484,10077,88,4
47485,19118,434,4
47486,7147,518,13
47487,16533,90,8
47488,13251,356,5
47489,10354,749,2
47490,14358,493,14
47491,2270,59,1
47492,20414,162,16
47493,21441,297,14
47494,529,367,13
47495,11235,380,3
47496,21793,872,16
47497,450,4,11
47498,10704,764,9
47499,20022,635,5
47500,27989,53,7
47501,11333,729,5
47502,8422,724,1
47503,28064,866,6
47504,6090,328,17
47505,9208,1018,9
47506,4936,96,14
47507,22107,126,4
47508,1016,156,12
47509,9561,877,17
47510,6800,272,7
47511,227,256,2
47512,23155,245,5
47513,5513,291,3
47514,19914,417,14
47515,9461,18,3
47516,19413,392,9
47517,4323,999,14
47518,11752,1002,15
47519,24270,611,2
47520,9922,537,14
47521,11226,319,14
47522,13332,654,7
47523,15699,841,12
47524,19798,440,14
47525,6847,453,13
47526,22162,495,2
47527,14853,763,16
47528,3329,26,3
47529,25187,242,12
47530,14794,111,1
47531,18649,928,11
47532,16681,912,16
47533,8988,856,4
47534,21631,679,13
47535,2042,990,11
47536,22191,718,7
47537,21218,673,9
47538,17048,867,4
47539,8538,477,5
47540,25609,662,16
47541,17910,760,9
47542,17492,792,11
47543,15760,785,16
47544,17334,136,9
47545,22090,172,9
47546,16851,808,10
47547,3240,899,7
47548,10818,225,7
47549,20780,672,8
47550,25674,978,13
47551,1733,54,4
47552,1740,659,6
47553,5712,1003,8
47554,6710,549,13
47555,4915,984,12
47556,17012,10,12
47557,24136,962,16
47558,25784,122,4
47559,17843,971,8
47560,24287,223,1
47561,9060,198,14
47562,26894,228,4
47563,8612,586,10
47564,23598,969,11
47565,4408,420,5
47566,6695,120,8
47567,4627,945,2
47568,10521,630,7
47569,5508,925,16
47570,7683,130,17
47571,28063,383,9
47572,26723,192,16
47573,16583,180,9
47574,6990,979,13
47575,8339,292,9
47576,24247,541,9
47577,10439,985,9
47578,11172,348,6
47579,571,941,3
47580,22804,404,9
47581,11272,140,1
47582,3082,229,10
47583,17300,422,17
47584,3320,101,17
47585,10226,99,10
47586,9104,73,4
47587,12728,869,13
47588,201,653,12
47589,28147,308,10
47590,24775,400,11
47591,27510,393,1
47592,15273,756,2
47593,19766,351,14
47594,28226,42,4
47595,18500,618,6
47596,18173,946,7
47597,2059,116,6
47598,5084,190,2
47599,6635,651,14
47600,7554,373,4
47601,16357,273,8
47602,3605,76,17
47603,27146,881,14
47604,12724,914,9
47605,1177,775,2
47606,16452,314,6
47607,20988,905,14
47608,9216,1004,12
47609,7847,561,8
47610,3471,975,16
47611,20653,449,7
47612,27495,805,7
47613,15561,366,16
47614,19411,544,4
47615,16850,1028,1
47616,4989,455,16
47617,11539,751,3
47618,24577,636,5
47619,21524,565,7
47620,19036,846,11
47621,922,647,16
47622,12604,648,12
47623,26170,370,8
47624,15879,349,11
47625,25077,790,6
47626,26266,624,5
47627,13890,842,10
47628,3165,132,7
47629,3719,733,3
47630,18147,7,16
47631,13965,1015,14
47632,4359,810,4
47633,6422,543,3
47634,15610,903,6
47635,7338,1026,14
47636,778,302,6
47637,17859,43,4
47638,22847,68,11
47639,11646,1010,10
47640,23494,722,10
47641,8734,584,3
47642,9520,152,9
47643,13322,658,13
47644,6469,61,3
47645,2920,802,17
47646,22470,915,4
47647,27734,702,8
47648,567,479,13
47649,28201,694,6
47650,16284,713,2
47651,21257,353,11
47652,17533,902,10
47653,25743,92,17
47654,7300,726,7
47655,12097,768,1
47656,17009,776,7
47657,12435,798,14
47658,24222,737,13
47659,26745,41,4
47660,7670,250,8
47661,22293,466,10
47662,2515,732,4
47663,11437,94,6
47664,9309,649,5
47665,1466,625,1
47666,9558,570,10
47667,9608,184,12
47668,27814,579,16
47669,21896,475,2
47670,7930,536,1
47671,27809,885,17
47672,1693,1012,5
47673,4829,193,8
47674,3328,849,8
47675,739,977,3
47676,11723,911,13
47677,19522,436,17
47678,25980,886,13
47679,198,715,3
47680,21471,74,17
47681,9490,364,6
47682,22227,458,9
47683,9441,65,3
